id,lecture,5#,10#,30#,60#,300#,600#,long#
1,402,7,0,0,0,0,0,0
1,403,2,0,0,0,0,0,0
1,404,1,0,0,0,0,0,0
1,405,11,0,0,0,0,0,0
1,406,0,0,0,0,0,0,0
1,407,3,0,0,0,0,0,0
1,408,5,0,0,0,0,0,0
1,409,8,0,0,0,0,0,0
5,402,5,1,1,0,0,0,0
5,403,1,0,1,0,0,0,0
5,404,0,0,1,0,0,0,0
5,405,3,0,2,0,0,0,0
5,406,0,0,0,0,0,0,0
5,407,3,0,1,0,0,0,0
5,408,2,0,1,0,0,0,0
5,409,4,0,1,0,0,0,0
6,402,7,0,0,0,0,0,0
6,403,2,0,0,0,0,0,0
6,404,1,0,0,0,0,0,0
6,405,6,1,0,0,0,0,0
6,406,0,0,0,0,0,0,0
6,407,4,0,0,0,0,0,0
6,408,3,0,0,0,0,0,0
6,409,5,0,0,0,0,0,0
9,402,13,2,0,0,0,0,0
9,403,3,0,0,0,0,0,0
9,404,4,0,0,0,0,0,0
9,405,6,0,0,0,0,0,0
9,406,1,0,0,0,0,0,0
9,407,8,0,0,0,0,0,0
9,408,3,0,0,0,0,0,0
9,409,6,0,0,0,0,0,0
11,402,9,0,0,0,0,0,0
11,403,7,1,0,0,0,0,0
11,404,4,0,0,0,0,0,0
11,405,6,0,0,0,0,0,0
11,406,0,0,0,0,0,0,0
13,402,11,2,0,0,0,0,0
13,403,1,1,0,0,0,0,0
13,404,1,0,0,0,0,0,0
13,405,3,2,0,0,0,0,0
13,406,2,0,0,0,0,0,0
13,407,3,0,0,0,0,0,0
13,408,7,0,0,0,0,0,0
13,409,13,0,0,0,0,0,0
15,402,7,0,0,0,0,0,0
15,403,2,0,0,0,0,0,0
15,404,1,0,0,0,0,0,0
15,405,6,0,0,0,0,0,0
15,406,0,0,0,0,0,0,0
15,407,4,0,0,0,0,0,0
15,408,4,0,0,0,0,0,0
15,409,7,0,0,0,0,0,0
19,402,3,4,0,0,0,0,0
19,403,3,0,0,0,0,0,0
19,404,23,3,4,0,1,0,0
20,402,7,0,0,0,0,0,0
20,403,4,0,0,0,0,0,0
20,404,1,0,0,0,0,0,0
20,405,10,3,1,0,0,0,0
20,406,3,0,0,0,0,0,0
20,407,4,0,0,0,0,0,0
20,408,4,0,0,0,0,0,0
20,409,7,0,0,0,0,0,0
23,402,30,4,5,0,2,0,0
