id,lecture,5#,10#,30#,60#,300#,600#,long#
0,402,0,0,0,0,0,0,0
0,403,0,0,0,0,0,0,0
0,404,0,0,0,0,0,0,0
0,405,0,0,0,0,0,0,0
0,406,1,0,0,0,0,0,0
0,407,1,0,0,0,0,0,0
0,408,1,0,0,0,0,0,0
0,409,2,0,0,0,0,0,0
1,402,0,0,0,0,0,0,0
1,403,0,0,0,0,0,0,0
1,404,0,0,0,0,0,0,0
1,405,0,0,0,0,0,0,0
1,406,0,0,0,0,0,0,0
1,407,1,0,0,0,0,0,0
1,408,1,0,0,0,0,0,0
1,409,1,0,1,0,0,0,0
2,402,0,0,0,0,0,0,0
2,403,0,0,0,0,0,0,0
2,404,0,0,0,0,0,0,0
2,405,0,0,0,0,0,0,0
2,406,0,0,0,0,0,0,0
2,407,1,0,0,0,0,0,0
2,408,1,0,0,0,0,0,0
2,409,2,0,0,0,0,0,0
3,402,0,0,0,0,0,0,0
3,403,0,0,0,0,0,0,0
3,404,0,0,0,0,0,0,0
3,405,0,0,0,0,0,0,0
3,406,0,0,0,0,0,0,0
3,407,3,0,0,0,0,0,0
3,408,1,0,0,0,0,0,0
3,409,4,0,0,0,0,0,0
4,402,0,0,0,0,0,0,0
4,403,0,0,0,0,0,0,0
4,404,0,0,0,0,0,0,0
4,405,0,0,0,0,0,0,0
4,406,1,0,0,0,0,0,0
4,407,2,0,0,0,0,0,0
4,408,2,0,0,0,0,0,0
4,409,13,1,0,0,0,0,0
6,402,0,0,0,0,0,0,0
6,403,0,0,0,0,0,0,0
6,404,0,0,0,0,0,0,0
6,405,0,0,0,0,0,0,0
6,406,0,0,0,0,0,0,0
6,407,1,0,0,0,0,0,0
6,408,1,0,0,0,0,0,0
6,409,4,1,0,0,0,0,0
7,402,0,0,0,0,0,0,0
7,403,0,0,0,0,0,0,0
7,404,0,0,0,0,0,0,0
7,405,0,0,0,0,0,0,0
7,406,0,0,0,0,0,0,0
7,407,1,0,0,0,0,0,0
7,408,1,0,0,0,0,0,0
7,409,2,0,0,0,0,0,0
8,402,0,0,0,0,0,0,0
8,403,0,0,0,0,0,0,0
8,404,0,0,0,0,0,0,0
8,405,0,0,0,0,0,0,0
8,406,0,0,0,0,0,0,0
8,407,2,0,0,0,0,0,0
8,408,2,0,0,0,0,0,0
8,409,6,0,0,0,0,0,0
9,402,0,0,0,0,0,0,0
9,403,0,0,0,0,0,0,0
9,404,0,0,0,0,0,0,0
9,405,0,0,0,0,0,0,0
9,406,0,0,0,0,0,0,0
9,407,0,1,0,0,0,0,0
9,408,1,0,0,0,0,0,0
9,409,2,1,0,0,0,0,0
10,402,0,0,0,0,0,0,0
10,403,0,0,0,0,0,0,0
10,404,0,0,0,0,0,0,0
10,405,0,0,0,0,0,0,0
10,406,0,0,0,0,0,0,0
10,407,1,0,0,0,0,0,0
10,408,1,0,0,0,0,0,0
10,409,3,0,0,0,0,0,0
11,402,0,0,0,0,0,0,0
11,403,0,0,0,0,0,0,0
11,404,0,0,0,0,0,0,0
11,405,0,0,0,0,0,0,0
11,406,0,0,0,0,0,0,0
11,407,2,1,0,0,0,0,0
11,408,2,0,0,0,0,0,0
11,409,25,0,0,0,0,0,0
12,402,0,0,0,0,0,0,0
12,403,0,0,0,0,0,0,0
12,404,0,0,0,0,0,0,0
12,405,0,0,0,0,0,0,0
12,406,0,0,0,0,0,0,0
12,407,2,0,0,0,0,0,0
12,408,1,0,0,0,0,0,0
12,409,3,0,0,0,0,0,0
13,402,0,0,0,0,0,0,0
13,403,0,0,0,0,0,0,0
13,404,0,0,0,0,0,0,0
13,405,0,0,0,0,0,0,0
13,406,0,0,0,0,0,0,0
13,407,1,0,0,0,0,0,0
13,408,1,0,0,0,0,0,0
13,409,4,0,0,0,0,0,0
16,402,0,0,0,0,0,0,0
16,403,0,0,0,0,0,0,0
16,404,0,0,0,0,0,0,0
16,405,0,0,0,0,0,0,0
16,406,0,0,0,0,0,0,0
16,407,2,0,0,0,0,0,0
16,408,3,0,0,0,0,0,0
16,409,2,0,0,0,0,0,0
17,402,0,0,0,0,0,0,0
17,403,0,0,0,0,0,0,0
17,404,0,0,0,0,0,0,0
17,405,0,0,0,0,0,0,0
17,406,0,0,0,0,0,0,0
17,407,1,0,0,0,0,0,0
17,408,1,0,0,0,0,0,0
17,409,2,0,0,0,0,0,0
18,402,0,0,0,0,0,0,0
18,403,0,0,0,0,0,0,0
18,404,0,0,0,0,0,0,0
18,405,0,0,0,0,0,0,0
18,406,46,3,0,0,1,0,0
18,407,4,0,0,0,0,0,0
18,408,13,1,0,0,0,0,0
18,409,3,0,0,0,0,0,0
19,402,0,0,0,0,0,0,0
19,403,0,0,0,0,0,0,0
19,404,0,0,0,0,0,0,0
19,405,0,0,0,0,0,0,0
19,406,9,0,0,0,0,0,0
19,407,1,0,0,0,0,0,0
19,408,8,0,0,0,0,0,0
19,409,2,0,0,0,0,0,0
21,402,0,0,0,0,0,0,0
21,403,0,0,0,0,0,0,0
21,404,0,0,0,0,0,0,0
21,405,0,0,0,0,0,0,0
21,406,6,2,0,0,0,0,0
21,407,7,0,0,0,0,0,0
21,408,2,0,0,0,0,0,0
21,409,4,0,0,0,0,0,0
22,402,0,0,0,0,0,0,0
22,403,0,0,0,0,0,0,0
22,404,0,0,0,0,0,0,0
22,405,0,0,0,0,0,0,0
22,406,24,6,1,0,1,0,0
22,407,1,1,0,0,0,0,0
22,408,3,0,0,0,0,0,0
23,402,0,0,0,0,0,0,0
23,403,0,0,0,0,0,0,0
23,404,0,0,0,0,0,0,0
23,405,0,0,0,0,0,0,0
23,406,9,0,0,0,0,0,0
23,407,2,0,0,0,0,0,0
23,408,2,0,0,0,0,0,0
23,409,5,0,0,0,0,0,0
24,402,0,0,0,0,0,0,0
24,403,0,0,0,0,0,0,0
24,404,0,0,0,0,0,0,0
24,405,0,0,0,0,0,0,0
24,406,0,0,0,0,0,0,0
24,407,6,0,0,0,0,0,0
24,408,3,0,0,0,0,0,0
24,409,3,0,0,0,0,0,0
25,402,0,0,0,0,0,0,0
25,403,0,0,0,0,0,0,0
25,404,0,0,0,0,0,0,0
25,405,0,0,0,0,0,0,0
25,406,0,0,0,0,0,0,0
25,407,1,1,0,0,0,0,0
25,408,1,0,0,0,0,0,0
25,409,4,0,0,0,0,0,0
26,402,0,0,0,0,0,0,0
26,403,0,0,0,0,0,0,0
27,402,0,0,0,0,0,0,0
27,403,0,0,0,0,0,0,0
27,404,0,0,0,0,0,0,0
27,405,0,0,0,0,0,0,0
27,406,0,0,0,0,0,0,0
27,407,1,0,0,0,0,0,0
27,408,1,0,0,0,0,0,0
27,409,2,0,0,0,0,0,0
28,402,0,0,0,0,0,0,0
28,403,0,0,0,0,0,0,0
28,404,0,0,0,0,0,0,0
28,405,0,0,0,0,0,0,0
28,406,0,0,0,0,0,0,0
28,407,0,1,0,0,0,0,0
28,408,1,0,0,0,0,0,0
28,409,2,0,0,0,0,0,0
29,402,0,0,0,0,0,0,0
29,403,0,0,0,0,0,0,0
29,404,0,0,0,0,0,0,0
29,405,0,0,0,0,0,0,0
29,406,0,0,0,0,0,0,0
29,407,1,0,0,0,0,0,0
29,408,7,0,0,0,0,0,0
29,409,2,0,0,0,0,0,0
30,402,0,0,0,0,0,0,0
30,403,0,0,0,0,0,0,0
30,404,0,0,0,0,0,0,0
30,405,0,0,0,0,0,0,0
30,406,0,0,0,0,0,0,0
30,407,3,0,0,0,0,0,0
30,408,1,0,0,0,0,0,0
30,409,2,1,0,0,0,0,0
31,402,0,0,0,0,0,0,0
31,403,0,0,0,0,0,0,0
31,404,0,0,0,0,0,0,0
31,405,0,0,0,0,0,0,0
31,406,1,0,0,0,0,0,0
31,407,1,0,0,0,0,0,0
31,409,2,1,0,0,0,0,0
32,402,0,0,0,0,0,0,0
32,403,0,0,0,0,0,0,0
32,404,0,0,0,0,0,0,0
32,405,0,0,0,0,0,0,0
32,406,0,0,0,0,0,0,0
32,407,2,0,0,0,0,0,0
32,408,1,0,0,0,0,0,0
32,409,2,0,0,0,0,0,0
33,402,0,0,0,0,0,0,0
33,403,0,0,0,0,0,0,0
34,402,0,0,0,0,0,0,0
34,403,0,0,0,0,0,0,0
34,404,0,0,0,0,0,0,0
34,405,0,0,0,0,0,0,0
34,406,0,1,0,0,0,0,0
34,407,1,0,0,0,0,0,0
34,408,2,0,0,0,0,0,0
34,409,2,0,0,0,0,0,0
35,402,0,0,0,0,0,0,0
35,403,0,0,0,0,0,0,0
35,404,0,0,0,0,0,0,0
35,405,0,0,0,0,0,0,0
35,406,0,0,0,0,0,0,0
35,407,0,1,0,0,0,0,0
35,408,1,0,0,0,0,0,0
35,409,1,1,0,0,0,0,0
36,402,0,0,0,0,0,0,0
36,403,0,0,0,0,0,0,0
36,404,0,0,0,0,0,0,0
36,405,0,0,0,0,0,0,0
36,406,0,0,0,0,0,0,0
36,407,2,0,0,0,0,0,0
36,408,2,0,0,0,0,0,0
36,409,3,0,0,0,0,0,0
37,402,0,0,0,0,0,0,0
37,403,0,0,0,0,0,0,0
37,404,0,0,0,0,0,0,0
37,405,0,0,0,0,0,0,0
