id,lecture,5#,10#,30#,60#,300#,600#,long#
0,402,0,1,0,0,0,0,0
0,403,0,0,0,0,0,0,0
0,404,1,0,0,0,0,0,0
0,405,1,0,0,0,0,0,0
0,406,0,0,0,0,0,0,0
0,407,1,0,0,0,0,0,0
0,408,1,0,0,0,0,0,0
0,409,1,0,0,0,0,0,0
1,402,0,0,0,0,0,0,0
1,403,0,0,0,0,0,0,0
1,404,1,0,0,0,0,0,0
1,405,1,0,0,0,0,0,0
1,406,0,0,0,0,0,0,0
1,407,1,0,0,0,0,0,0
1,408,1,0,0,0,0,0,0
1,409,1,0,0,0,0,0,0
2,402,0,0,0,0,0,0,0
2,403,0,0,0,0,0,0,0
2,404,1,0,0,0,0,0,0
2,405,1,0,0,0,0,0,0
2,406,0,0,0,0,0,0,0
2,407,1,0,0,0,0,0,0
2,408,1,0,0,0,0,0,0
2,409,1,0,0,0,0,0,0
3,402,0,0,0,0,0,0,0
3,403,0,0,0,0,0,0,0
3,404,1,0,0,0,0,0,0
3,405,1,0,0,0,0,0,0
3,406,0,0,0,0,0,0,0
3,407,1,0,0,0,0,0,0
3,408,1,0,0,0,0,0,0
3,409,1,0,0,0,0,0,0
4,402,1,1,0,0,0,0,0
4,403,0,0,0,0,0,0,0
4,404,1,0,0,0,0,0,0
4,405,4,1,0,0,0,0,0
4,406,0,0,0,0,0,0,0
4,407,1,0,0,0,0,0,0
4,408,1,0,0,0,0,0,0
4,409,5,1,0,0,0,0,0
6,402,0,0,0,0,0,0,0
6,403,0,0,0,0,0,0,0
6,404,1,0,0,0,0,0,0
6,405,3,0,0,0,0,0,0
6,406,0,0,0,0,0,0,0
6,407,1,0,0,0,0,0,0
6,408,1,0,0,0,0,0,0
6,409,1,0,0,0,0,0,0
7,402,3,0,0,0,0,0,0
7,403,0,0,0,0,0,0,0
7,404,3,0,0,0,0,0,0
7,405,2,0,0,0,0,0,0
7,406,0,0,0,0,0,0,0
7,407,1,0,0,0,0,0,0
7,408,1,0,0,0,0,0,0
7,409,1,0,0,0,0,0,0
8,402,0,0,0,0,0,0,0
8,403,0,0,0,0,0,0,0
8,404,2,0,0,0,0,0,0
8,405,0,0,0,0,0,0,0
8,406,0,0,0,0,0,0,0
8,407,1,0,0,0,0,0,0
8,408,1,0,0,0,0,0,0
8,409,1,0,0,0,0,0,0
9,402,2,1,1,0,0,0,0
9,403,0,0,0,0,0,0,0
9,404,1,0,0,0,0,0,0
9,405,1,0,0,0,0,0,0
9,406,0,0,0,0,0,0,0
9,407,1,0,0,0,0,0,0
9,408,1,0,0,0,0,0,0
9,409,1,0,0,0,0,0,0
10,402,4,0,0,0,0,0,0
10,403,0,0,0,0,0,0,0
10,404,3,0,0,0,0,0,0
10,405,0,1,0,0,0,0,0
10,406,0,0,0,0,0,0,0
10,407,1,0,0,0,0,0,0
10,408,1,0,0,0,0,0,0
10,409,1,0,0,0,0,0,0
11,402,0,0,0,0,0,0,0
11,403,0,0,0,0,0,0,0
11,404,1,1,0,0,0,0,0
11,405,1,0,0,0,0,0,0
11,406,0,0,0,0,0,0,0
11,407,1,0,0,0,0,0,0
11,408,1,0,0,0,0,0,0
11,409,1,0,0,0,0,0,0
12,402,0,1,0,0,0,0,0
12,403,0,0,0,0,0,0,0
12,404,3,0,0,0,0,0,0
12,405,3,0,0,0,0,0,0
12,406,0,0,0,0,0,0,0
12,407,1,0,0,0,0,0,0
12,408,0,1,0,0,0,0,0
12,409,1,0,0,0,0,0,0
13,402,1,0,0,0,0,0,0
13,403,0,0,0,0,0,0,0
13,404,1,0,0,0,0,0,0
13,405,1,0,0,0,0,0,0
13,406,0,0,0,0,0,0,0
13,407,1,0,0,0,0,0,0
13,408,1,0,0,0,0,0,0
13,409,1,0,0,0,0,0,0
16,402,0,0,0,0,0,0,0
16,403,0,0,0,0,0,0,0
16,404,0,0,1,0,0,0,0
16,405,1,0,0,0,0,0,0
16,406,0,0,0,0,0,0,0
16,407,1,0,0,0,0,0,0
16,408,1,0,0,0,0,0,0
16,409,3,0,0,0,0,0,0
17,402,0,0,0,0,0,0,0
17,403,0,0,0,0,0,0,0
17,404,1,0,0,0,0,0,0
