id,lecture,5#,10#,30#,60#,300#,600#,long#
0,201,3,0,0,0,0,0,0
0,202,1,0,0,0,0,0,0
0,203,2,0,0,0,0,0,0
0,204,2,0,0,0,0,0,0
0,205,2,0,0,0,0,0,0
0,206,3,0,0,0,0,0,0
0,207,7,0,0,0,0,0,0
0,208,6,0,0,0,0,0,0
0,209,5,0,0,0,0,0,0
0,210,7,0,0,0,0,0,0
0,211,0,0,0,0,0,0,0
0,212,1,0,0,0,0,0,0
0,214,8,0,0,0,0,0,0
0,215,3,0,0,0,0,0,0
0,302,0,0,0,0,0,0,0
0,402,5,2,1,0,0,0,0
0,403,2,0,0,0,0,0,0
0,404,4,1,0,0,0,0,0
0,405,8,1,0,0,0,0,0
0,406,2,0,0,0,0,0,0
0,407,3,0,0,0,0,0,0
0,408,3,0,0,0,0,0,0
0,409,5,0,0,0,0,0,0
0,410,22,1,2,1,0,0,0
0,504,0,0,0,0,0,0,0
0,506,0,0,0,0,0,0,0
0,507,0,0,0,1,0,0,0
0,509,0,0,0,0,0,0,0
1,201,1,0,0,0,0,0,0
1,202,1,0,0,0,0,0,0
1,203,2,0,0,0,0,0,0
1,204,2,0,0,0,0,0,0
1,205,2,0,0,0,0,0,0
1,206,3,0,0,0,0,0,0
1,207,3,0,0,0,0,0,0
1,208,6,0,0,0,0,0,0
1,209,5,0,0,0,0,0,0
1,210,12,1,3,1,0,0,0
1,211,0,0,0,0,0,0,0
1,212,4,0,0,0,0,0,0
1,214,2,0,0,0,0,0,0
1,215,3,0,0,0,0,0,0
1,308,1,0,0,0,0,0,0
1,309,0,0,1,1,0,0,0
1,310,0,0,0,0,0,0,0
1,402,12,2,2,0,0,0,0
1,403,6,3,0,0,0,0,0
1,404,4,1,0,0,0,0,0
1,405,6,0,0,0,0,0,0
1,406,0,0,0,0,0,0,0
1,407,3,0,0,0,0,0,0
1,408,5,0,0,0,0,0,0
1,409,4,1,1,0,0,0,0
1,410,73,10,10,4,1,0,0
1,501,1,0,2,0,0,0,0
1,502,0,0,0,0,0,0,0
1,505,0,0,0,0,0,0,0
1,506,0,3,10,3,5,0,0
1,509,0,0,2,0,0,0,0
2,401,1,0,0,0,0,0,0
2,402,9,2,0,0,0,0,0
2,403,6,0,0,0,0,0,0
2,404,1,0,0,0,0,0,0
2,405,5,0,0,0,0,0,0
2,406,0,0,0,0,0,0,0
2,407,4,0,0,0,0,0,0
2,408,3,0,0,0,0,0,0
2,409,5,0,0,0,0,0,0
2,410,18,2,2,0,0,0,0
2,501,0,0,0,0,0,0,1
2,502,0,0,0,0,0,0,0
2,503,0,0,0,0,0,0,0
