user,user2int,lec,#run,#action,err_incomplete,err_without_ct,err_etc
7R7tC8iM,3461,409,1,9,0,0,0
oSGpWGuO,3462,409,3,14,1,0,1
uUtxLGKm,3463,409,10,35,3,1,5
74A1Pbgh,3464,409,1,6,0,0,0
itNODSJK,3465,409,1,6,0,0,0
M5gN1r9b,3466,409,2,12,0,0,1
eSbHwGwW,3467,409,2,11,0,0,1
qfjlX9ai,3468,409,6,10,0,0,4
rDnRltwq,3469,409,2,9,0,0,0
Qwb4HgKf,3470,409,1,6,0,0,0
611URvzi,3471,409,1,6,0,0,0
DluW8prF,3472,409,24,73,1,1,20
fIb4oHw0,3473,409,1,6,0,0,0
My3fuNE9,3474,409,3,14,0,1,1
r2Jjs6lh,3475,409,1,6,0,0,0
XRBbTOUM,3476,409,2,7,0,0,1
EJ5xGnFt,3477,409,2,6,0,0,0
nkIwROIa,3478,409,8,40,0,0,7
Lg8VCdSM,3479,409,19,44,3,1,13
puYYc3PK,3480,409,18,54,2,0,15
i8mWIBdH,3481,409,3,12,0,0,1
WXjp7eVY,3482,409,3,13,0,0,2
j6CtQVtw,3483,409,8,47,0,4,3
iW3WQmm1,3484,409,7,21,2,0,4
cqtDaDsX,3485,409,2,15,0,0,1
UQIeAfJA,3486,409,1,6,0,0,0
WxviYOBz,3487,409,1,6,0,0,0
VqeUUA9X,3488,409,2,7,0,0,1
BrPoVUmn,3489,409,1,6,0,0,0
sstwq69G,3490,409,3,22,0,1,0
ZvAxahbv,3491,409,1,6,0,0,0
dg7PKwWc,3492,409,1,6,0,0,0
8faH33iG,3493,409,1,7,0,0,0
zaqHBZRa,3494,409,4,25,0,0,3
yaJv002f,3495,409,13,22,0,0,11
clkSbTrz,3496,409,2,7,0,0,0
AoKmrvzO,3497,409,2,7,0,0,0
JrrcN3VY,3499,409,1,6,0,0,0
o7EBfbCT,3500,409,1,6,0,0,0
bGjdew3r,3501,409,1,6,0,0,0
ewWwxsUS,3502,409,2,7,0,0,1
uOeVAylf,3503,409,1,6,0,0,0
PJuB9bht,3504,409,1,6,0,0,0
E8EqMwhM,3505,409,1,6,0,0,0
s8lxRoDY,3506,409,2,10,0,0,1
4oyc77PE,3507,409,1,6,0,0,0
K52i9ir2,3508,409,1,6,0,0,0
LgI2UnJX,3509,409,2,20,1,0,0
fWHEnJfw,3510,409,3,20,0,0,1
gc08NM0T,3512,409,1,6,0,0,0
GIYIYhe8,3513,409,2,7,0,0,1
7DbKtYBk,3514,409,1,6,0,0,0
coVfiN46,3515,409,1,6,0,0,0
HWi7EdTE,3516,409,7,16,0,0,6
uhF27z3v,3517,409,1,6,0,0,0
zYhsa49N,3518,409,2,14,0,0,1
g2499DGD,3519,409,1,6,0,0,0
5qaRoK8c,3521,409,4,10,0,0,2
yy40WdJe,3522,409,6,56,1,0,4
F0J35R0t,3523,409,1,17,0,0,0
IgW7exJc,3524,409,29,80,0,1,21
V2MAAzPL,3525,409,21,44,1,1,14
eM7aNEp7,3526,409,1,6,0,0,0
tR1IInE6,3527,409,1,6,0,0,0
sa3GxilX,3528,409,1,6,0,0,0
ofORRrEZ,3529,409,3,15,0,0,2
McZWv4ln,3530,409,1,8,0,0,0
C8o9htBB,3531,409,1,7,0,0,0
O1c8a7PB,3532,409,1,6,0,0,0
ifcdpfq6,3533,409,1,8,0,0,0
E5JYCCNW,3534,409,1,6,0,0,0
NOUoGrby,3535,409,3,11,0,0,2
CtKkQq9c,3536,409,8,38,1,0,4
skK0OGbQ,3537,409,1,6,0,0,0
3FZ1rufJ,3538,409,6,11,0,0,5
dFZQ6hAO,3539,409,10,45,0,1,6
pB0Xwv2s,3540,409,8,54,0,0,7
4TcIX4kQ,3541,409,3,15,2,0,0
nkQljpbR,3542,409,1,6,0,0,0
vFpiJhsX,3543,409,17,37,5,1,8
TjVnd47h,3544,409,1,6,0,0,0
uXYeJ3R5,3545,409,6,35,0,0,5
rj1gDHBp,3546,409,1,6,0,0,0
rETtjPFD,3547,409,4,9,0,0,3
55zNCBVg,3548,409,1,6,0,0,0
jKSpdWsR,3549,409,1,6,0,0,0
5bZAbT84,3550,409,1,8,0,0,0
Q7h2ELts,3551,409,1,8,0,0,0
Paa5GgbV,3552,409,5,12,3,0,0
nPdhZbGJ,3553,409,1,6,0,0,0
ds4mIV7X,3554,409,1,6,0,0,0
4NLE8eba,3555,409,1,12,0,0,0
ZztBB2V5,3556,409,1,6,0,0,0
L4Rb2Pye,3557,409,1,6,0,0,0
o1uoJzjx,3558,409,3,11,0,0,2
kUqqLR7J,3559,409,2,6,0,0,1
NQhZCti6,3560,409,9,19,0,0,7
Q6tSEpu1,3561,409,2,6,0,0,0
vglfrlNX,3562,409,2,6,0,0,0
OUJtaHf7,3563,409,17,56,0,0,13
BtOagXJm,3564,409,1,12,0,0,0
W53t6DkH,3565,409,19,99,0,0,15
CDFDx68E,3566,409,1,6,0,0,0
s6bbS4qg,3567,409,2,13,0,0,1
lbWW4VOi,3568,409,1,6,0,0,0
u78qDjaw,3569,409,1,6,0,0,0
C4R3Ux5L,3570,409,8,32,1,0,5
dQa1Sxcy,3571,409,1,6,0,0,0
gUWc95jt,3572,409,2,7,0,0,1
sv9soVOB,3573,409,5,29,0,0,4
WuXLUC4Q,3574,409,3,9,0,0,1
EJRLp9bO,3575,409,1,6,0,0,0
NfaRDSfU,3576,409,1,6,0,0,0
TWQ1kvvk,3577,409,3,21,0,1,1
4TQvIRVL,3578,409,1,7,0,0,0
mSoV9t1O,3579,409,14,125,3,0,9
1SwLgykk,3580,409,1,6,0,0,0
04xg5brN,3581,409,1,8,0,0,0
LoCNkZvs,3582,409,2,21,0,0,1
eKlhdbiA,3583,409,2,12,0,0,0
Lsx3kb4H,3584,409,1,6,0,0,0
N5oVYfxl,3585,409,1,6,0,0,0
Ysc9nUFb,3586,409,10,28,0,0,7
JzzeUx73,3587,409,1,6,0,0,0
8K4mI21D,3588,409,1,6,0,0,0
FDtdQZCZ,3589,409,2,8,0,0,1
lickIofB,3590,409,1,7,0,0,0
vQzC1rgV,3591,409,2,9,0,0,1
x71r8cKd,3592,409,1,7,0,0,0
WQOex1db,3593,409,1,8,0,0,0
fiDiqMaC,3594,409,1,7,0,0,0
t1gzLEhL,3595,409,6,39,0,0,5
b40et0in,3596,409,1,6,0,0,0
zttJoFgO,3597,409,7,16,0,0,6
pGcMfl76,3598,409,1,7,0,0,0
OHm1zejF,3599,409,29,89,16,2,10
SPuKPx84,3600,409,13,29,10,0,1
a4O4ctzv,3601,409,1,9,0,0,0
pVF9Czlo,3602,409,1,6,0,0,0
NUhu2BZG,3603,409,1,6,0,0,0
qadfuIJo,3604,409,1,10,0,0,0
87WtgX2D,3605,409,2,7,0,0,1
gsFWwEOD,3606,409,3,29,1,0,1
iYNrBScs,3607,409,4,10,0,0,3
6j5uxxkZ,3608,409,1,6,0,0,0
CiLuvOpY,3609,409,1,6,0,0,0
JEIKR2L8,3610,409,2,7,0,0,1
TYVa2aJu,3611,409,2,11,0,0,1
1IUT82da,3612,409,1,7,0,0,0
9rKCE3xh,3613,409,11,29,6,1,1
FzI3uMXJ,3614,409,2,7,0,0,1
FbtluDFb,3615,409,2,11,0,0,1
BDiG9KvK,3616,409,1,12,0,0,0
4sfMk4Gp,3617,409,1,12,0,0,0
kUKZ6V0i,3618,409,3,8,0,0,2
7HWk3303,3619,409,2,8,0,0,1
fBZbbitW,3620,409,1,6,0,0,0
SAYbNmZh,3621,409,1,6,0,0,0
VczCLiwp,3622,409,8,38,0,0,7
4eXxFBiG,3623,409,2,9,0,0,1
ggWK6q36,3625,409,1,8,0,0,0
Uu2oQPUw,3626,409,2,28,0,0,1
W84Hndna,3627,409,5,16,4,0,0
TKTo5BPe,3628,409,4,20,3,0,0
ZT5VDsHC,3630,409,5,16,0,0,4
DPAwWQED,3631,409,1,23,0,0,0
99QQxAWL,3632,409,22,90,1,1,19
XQE2M6MV,3633,409,1,7,0,0,0
wKM02nAy,3634,409,10,15,9,0,0
ucGd1CUk,3635,409,2,10,0,0,0
RPvCKBIh,3636,409,2,7,0,0,1
j42OyoVr,3637,409,1,7,0,0,0
tfaQ1Mot,3638,409,3,8,0,0,1
mhC7gTQQ,3639,409,1,7,0,0,0
lFNWbr8A,3640,409,1,6,0,0,0
09JfDPfu,3641,409,1,6,0,0,0
FnaiysiZ,3642,409,1,7,0,0,0
0JkpvwSw,3643,409,3,28,0,0,2
l6w982Dz,3644,409,1,6,0,0,0
ExYhO9ms,3645,409,3,14,0,0,3
u0kC8bbW,3646,409,1,7,0,0,0
rEiUghrc,3647,409,1,8,0,0,0
fOvbJ6eD,3648,409,2,11,0,0,1
mLbfFUZJ,3649,409,2,15,0,0,1
AZz5icrT,3650,409,1,6,0,0,0
QmEkGrfZ,3651,409,1,6,0,0,0
9FGRwvHo,3652,409,1,7,0,0,0
5zpbQh5P,3653,409,1,5,0,0,1
jL6utm2x,3654,409,3,11,1,0,1
dCWXL8Ua,3655,409,6,31,0,0,5
zeJEODLH,3656,409,1,10,0,0,0
n4VfZo1H,3657,409,1,7,0,0,0
HpzPLBO6,3658,409,1,7,0,0,0
dFMlKsPr,3659,409,1,7,0,0,0
KviHYpag,3660,409,3,12,1,1,0
d4PYMl9H,3661,409,1,6,0,0,0
SR93gly8,3662,409,5,12,0,0,3
dQHC8jri,3663,409,6,23,0,0,4
0NxMiism,3664,409,4,14,1,0,2
lR159l86,3665,409,2,9,0,0,0
wiT9koMs,3666,409,1,25,0,0,0
VGZTIX0G,3667,409,1,8,0,0,0
RWiypUzq,3668,409,4,13,0,0,2
tfOG7ijq,3669,409,1,6,0,0,0
jNU90Rzv,3670,409,4,8,0,0,2
N3jBQB1j,3671,409,2,7,0,0,0
RMbF9Fc7,3672,409,1,6,0,0,0
LyGerJgt,3673,409,1,6,0,0,0
A7k4HQOe,3674,409,1,9,0,0,0
sYo3iT1t,3675,409,1,6,0,0,0
gfQRWPBK,3676,409,1,6,0,0,0
Ld1LpYQ4,3677,409,1,6,0,0,0
TtysIUL3,3678,409,1,7,0,0,0
8w2HBFhV,3679,409,4,12,0,0,1
qDjbggWR,3680,409,1,6,0,0,0
x42ZofMR,3681,409,2,8,0,0,1
DT7wFzKd,3684,409,1,6,0,0,0
pYMgO9J4,3685,409,1,6,0,0,0
mtG2vaJt,3686,409,2,6,0,0,1
6nvvV70t,3687,409,1,7,0,0,0
a8imgljc,3688,409,1,12,0,0,0
703ntlq4,3689,409,1,8,0,0,0
dZtmbSta,3690,409,3,15,0,0,0
wWNx8qC0,3691,409,1,9,0,0,0
4z8UhQ28,3692,409,1,6,0,0,0
ddxHIY2a,3693,409,1,7,0,0,0
a7lyZ8Rc,3694,409,2,14,0,0,1
sC2Uaf0N,3695,409,1,6,0,0,0
XA0x21jz,3696,409,1,6,0,0,0
3yXvdQBM,3697,409,1,6,0,0,0
GVxbyVtv,3698,409,1,6,0,0,0
mWLolq4c,3699,409,1,6,0,0,0
UFAYyR4N,3700,409,3,6,2,0,0
jJQEShGG,3701,409,5,28,0,0,4
tj4CT9I0,3702,409,4,15,0,0,3
lLFteMeL,3703,409,3,15,2,0,0
JLTIJKeD,3704,409,5,14,0,0,4
7To1iOgL,3705,409,3,7,0,0,1
X5MIz8KN,3706,409,1,6,0,0,0
xSG52P1Z,3707,409,4,26,0,1,2
LLkUwslh,3708,409,2,6,0,0,0
sz8PEjtK,3709,409,1,6,0,0,0
5oMJuHQE,3710,409,1,6,0,0,0
XlWivNBC,3711,409,1,6,0,0,0
AV0qYqMR,3712,409,1,7,0,0,0
AU7Huy9f,3713,409,1,9,0,0,0
qewTW7zp,3714,409,3,7,0,0,2
0ONSajSm,3715,409,1,7,0,0,0
WH5AN0kK,3716,409,1,6,0,0,0
1xnp21oR,3717,409,1,6,0,0,0
OHNq4BPQ,3718,409,1,6,0,0,0
omnNQNuD,3719,409,1,8,0,0,0
btku1eDY,3720,409,2,9,0,0,1
iMqFXFQw,3721,409,1,6,0,0,0
sB9zR1za,3722,409,1,9,0,0,0
c6lo2JL0,3723,409,1,10,0,0,0
44dv6tUb,3724,409,1,7,0,0,0
L0aCdIK1,3725,409,4,22,1,0,2
IPpmANuG,3726,409,14,37,0,0,13
dvRJvF4x,3727,409,1,8,0,0,0
B1PCgBcq,3728,409,1,6,0,0,0
Ctb9yDdz,3729,409,1,6,0,0,0
CcShTQzO,3730,409,1,6,0,0,0
TFWQo0nR,3731,409,1,6,0,0,0
QrKBUHPn,3732,409,1,6,0,0,0
GScb5ivW,3733,409,3,16,0,0,2
hHoV8Hun,3734,409,1,6,0,0,0
Hkulc7zP,3735,409,1,6,0,0,0
48YdXK6B,3736,409,1,6,0,0,0
jAx3oEAB,3737,409,1,6,0,0,0
U5Jo0vN0,3738,409,1,6,0,0,0
RWSSjs9y,3739,409,1,7,0,0,0
nxc0OA9T,3740,409,1,6,0,0,0
o3fBviE2,3742,409,1,6,0,0,0
uhQJnFEh,3743,409,1,6,0,0,0
a1ejDkro,3744,409,1,7,0,0,0
tdCUGB31,3745,409,2,10,0,0,1
rJsYSMG3,3746,409,1,6,0,0,0
f8lni3Lj,3747,409,1,6,0,0,0
fRLREZnY,3748,409,1,13,0,0,0
7RlK4dGZ,3749,409,1,6,0,0,0
uJXpLI73,3750,409,1,7,0,0,0
Y4YLqeN7,3751,409,1,6,0,0,0
OPHJ2XhX,3752,409,1,7,0,0,0
H4km483o,3753,409,1,6,0,0,0
FtSCAe3J,3754,409,1,6,0,0,0
SdvlBXuz,3755,409,2,22,0,0,1
4C68Gogv,3756,409,1,6,0,0,0
sbS5n5WP,3757,409,1,10,0,0,0
Hmn5rwPw,3758,409,3,13,1,0,0
peuUCubj,3759,409,1,6,0,0,0
rltjn2x3,3760,409,1,7,0,0,0
uFA3rfNF,3761,409,1,6,0,0,0
X9XnfHep,3762,409,3,8,0,0,2
g6lF5KcF,3763,409,1,6,0,0,0
qlvSNPq0,3764,409,1,6,0,0,0
FNRy8r7i,3765,409,1,6,0,0,0
aY00J6mX,3766,409,2,17,0,0,1
DaM1AOFo,3767,409,3,6,2,0,0
TCFuQqLz,3768,409,1,6,0,0,0
nA3hnQg6,3769,409,1,17,0,0,0
Kj9ji74c,3770,409,20,37,0,0,18
aYOFyZus,3771,409,1,6,0,0,0
bQYS9bN1,3772,409,3,7,0,0,2
78UEcSaa,3773,409,1,6,0,0,0
N7BSx61a,3774,409,1,6,0,0,0
xffVbf6r,3775,409,2,7,0,0,1
ZaWXCgka,3776,409,1,6,0,0,0
kLfOMvmV,3777,409,1,6,0,0,0
Lwdosbj2,3778,409,2,15,0,0,1
pX707lkt,3779,409,3,21,0,0,2
3oOzdrsd,3780,409,3,19,0,0,2
w3LSe1Ax,3781,409,1,6,0,0,0
rqaqj21L,3782,409,1,6,0,0,0
UxKu31ry,3783,409,1,6,0,0,0
ghd4Srgr,3784,409,1,6,0,0,0
PjrpEgAs,3785,409,4,10,0,0,3
0gLenKev,3786,409,3,16,0,0,2
xXj0t6NF,3787,409,2,11,0,0,1
HvQdKhM6,3788,409,2,6,0,0,0
CKka2CiD,3789,409,1,6,0,0,0
9moJOOXf,3790,409,3,10,0,0,2
BrrxpTyU,3791,409,4,10,0,0,3
7qe4B2bH,3792,409,1,7,0,0,0
Lq8Wx2lc,3793,409,1,6,0,0,0
m9kiLDG6,3794,409,1,11,0,0,0
LSJ8KnJu,3795,409,13,34,2,0,9
JYCSoRqt,3796,409,2,6,0,0,0
L0fzpxTr,3797,409,2,16,0,0,1
6N5lLYZt,3798,409,1,6,0,0,0
KNZKjRyC,3799,409,1,6,0,0,0
2lZCEXJt,3800,409,1,6,0,0,0
S76oZSy0,3801,409,1,6,0,0,0
jbDIxhQe,3802,409,1,7,0,0,0
IRfL9egg,3803,409,6,23,0,0,5
mvjSjdek,3804,409,1,6,0,0,0
PSIH85lC,3805,409,1,6,0,0,0
5LphKgRO,3806,409,2,6,0,0,1
ld8zgn6k,3807,409,4,10,1,0,1
Bo3lJRgY,3808,409,1,6,0,0,0
eJ1ntYWc,3809,409,5,16,2,0,2
WvXjKhE1,3810,409,5,22,0,0,3
kSPUqyVi,3811,409,2,6,1,0,0
NUZG1evK,3812,409,2,7,0,0,1
bmPR7wTs,3813,409,3,18,0,0,1
kvu8Aiko,3814,409,1,6,0,0,0
klh9K6n9,3815,409,1,6,0,0,0
ARw5H3H9,3816,409,1,7,0,0,0
kFu5gThc,3817,409,1,6,0,0,0
n1TCEiTz,3818,409,1,6,0,0,0
CYnVmMk4,3819,409,2,9,0,0,1
Bv2oGKh1,3820,409,1,6,0,0,0
zMeaDq3B,3821,409,3,7,0,0,1
pQiZRKO5,3822,409,3,12,0,0,2
KZeHeDV7,3823,409,2,7,0,0,1
JelwstVH,3824,409,2,7,0,0,1
SZOrnFoL,3825,409,1,6,0,0,0
0Gx50RCq,3826,409,10,22,0,0,9
Z0QAvW1f,3827,409,8,20,0,0,5
PNp2t4XP,3828,409,6,18,0,0,5
DMOrOEIA,3829,409,1,10,0,0,0
r4kIex7N,3830,409,1,6,0,0,0
1C3ZvsYJ,3831,409,9,24,1,0,5
TL5ZWeVJ,3832,409,1,6,0,0,0
Z5gRurDs,3833,409,1,8,0,0,0
OHFlLGhK,3834,409,1,6,0,0,0
NCaAHkD0,3835,409,2,7,0,0,1
N8qceuig,3836,409,2,9,1,0,0
FLJHAgXF,3837,409,8,55,1,3,3
6fndSheh,3838,409,1,6,0,0,0
UyCQ1Rvk,3839,409,2,10,0,0,1
nQkKOdUc,3840,409,1,6,0,0,0
Dh5qjvnE,3841,409,1,6,0,0,0
NrCeTz7Z,3842,409,1,7,0,0,0
oK6wukhI,3843,409,1,6,0,0,0
EDoT2UjX,3844,409,1,6,0,0,0
1BY6nFwU,3845,409,2,12,0,0,0
NHj2GQkI,3846,409,1,8,0,0,0
MwAa5i7f,3847,409,1,11,0,0,0
WoVP54v0,3848,409,1,6,0,0,0
LJiZHFok,3849,409,2,8,0,0,1
e1pczu6X,3850,409,1,7,0,0,0
WDIlRSfp,3851,409,1,6,0,0,0
256oieuh,3852,409,1,13,0,0,0
GGg5dRyd,3853,409,3,9,0,0,2
0zDRusUo,3854,409,1,7,0,0,0
SZhql4pC,3855,409,1,7,1,0,0
0oUPA9d4,3856,409,1,6,0,0,0
XOGiYHBF,3857,409,1,6,0,0,0
lD4WvKAc,3858,409,1,6,0,0,0
bwAhGFNK,3859,409,2,7,0,0,1
YbO4qJg9,3860,409,1,6,0,0,0
idTFQnUy,3861,409,4,16,0,0,3
Am8wZOxL,3862,409,2,16,0,0,1
cIfY0K8r,3863,409,1,6,0,0,0
KcIjlkDE,3864,409,2,7,0,0,1
VQHsEesR,3865,409,2,7,0,0,1
wRWIZxb4,3866,409,1,6,0,0,0
Kr9nl3WI,3867,409,2,15,0,0,1
Kx9UFMWO,3868,409,4,13,0,1,2
IkGcGVWQ,3869,409,1,6,0,0,0
atkTahqx,3871,409,1,6,0,0,0
UnvFJRPZ,3872,409,2,7,0,0,1
Co0AZ6Bu,3873,409,1,6,0,0,0
jMPYZV1O,3874,409,1,7,0,0,0
K9iM3Ma2,3875,409,1,6,0,0,0
oZIS04ob,3876,409,2,17,0,0,1
7iSftukm,3877,409,1,6,0,0,0
MmIpTHNP,3878,409,2,8,0,0,1
CMnEqWik,3879,409,2,2,0,0,1
5bxRQ6Bb,3880,409,2,10,0,0,1
PJ5tVu1g,3881,409,1,6,0,0,0
5t7M6HIz,3882,409,7,44,1,1,4
4Qt4p5bu,3883,409,3,14,0,0,2
GF6g7IVa,3884,409,1,6,0,0,0
f4CvCvpY,3885,409,1,7,0,0,0
6g2plSpG,3886,409,2,7,0,0,1
LmbzmjTO,3887,409,2,17,0,0,1
FfT6WAFx,3888,409,1,6,0,0,0
dXbZCwEZ,3889,409,1,7,0,0,0
J8aEr2zf,3890,409,2,15,0,0,1
XKDBiNvP,3892,409,3,17,1,0,1
X0un3v5q,3893,409,1,6,0,0,0
Tvhx709g,3894,409,1,6,0,0,0
OSqODakq,3895,409,1,6,0,0,0
KmuaOOre,3896,409,1,6,0,0,0
3Inpiv48,3897,409,1,6,0,0,0
sR9IfYXS,3898,409,1,6,0,0,0
XnxGUad8,3899,409,1,6,0,0,0
dFIsg7xs,3900,409,1,6,0,0,0
eaGRysin,3901,409,10,55,0,2,4
vlJew7AL,3902,409,2,6,0,0,0
XYdH2z1T,3903,409,1,7,0,0,0
6dbcWi1H,3904,409,4,20,0,1,3
qJ1HAeWS,3905,409,1,7,0,0,0
aziTp7H8,3906,409,1,7,0,0,0
sIs15XJU,3907,409,3,8,0,0,1
Ya2mS17o,3908,409,2,7,0,0,1
fvT3ayoU,3909,409,2,8,0,0,1
L6atsT1F,3910,409,1,6,0,0,0
n7MXKwQi,3911,409,1,6,0,0,0
8i9sPPNh,3912,409,3,20,1,1,0
pX9wYlH5,3913,409,6,25,0,0,4
CmtB8amg,3914,409,9,38,0,0,4
jbioSWmc,3915,409,2,8,0,0,1
70NZBOHW,3916,409,1,7,0,0,0
6FBAMIlp,3917,409,1,6,0,0,0
YxX2wiOc,3918,409,2,13,0,0,1
5y3Ig4gK,3919,409,3,8,0,0,0
RO44Od1I,3920,409,3,13,0,1,0
zUpM48wb,3921,409,8,32,2,0,5
QeiHqXdx,3922,409,1,6,0,0,0
17qYX1QN,3923,409,1,7,0,0,0
6fG7v4cW,3924,409,2,9,0,0,1
V551VVr1,3925,409,1,8,0,0,0
J2DSljAt,3926,409,38,178,6,3,26
8FqDTJ8w,3927,409,1,8,0,0,0
PZ63r5GR,3928,409,4,10,0,0,3
xgJHRlAB,3929,409,1,6,0,0,0
RVuXrclf,3930,409,1,11,0,0,0
1Ls1wgfw,3931,409,3,12,0,0,2
Lr3YwpQy,3932,409,1,6,0,0,0
uCWAhC1M,3933,409,1,8,0,0,0
UMxQjvcW,3934,409,3,6,0,0,0
xSjSVMkm,3935,409,1,10,0,0,0
hNBW1g68,3936,409,1,6,0,0,0
q1gTQlu8,3937,409,3,17,0,0,2
Y4uPwL7S,3938,409,2,12,0,0,1
ee54Umrm,3939,409,3,17,1,0,1
SdEHdI0y,3940,409,1,7,0,0,0
khsFTy5N,3941,409,1,8,0,0,0
lhurGgyu,3942,409,1,10,0,0,0
G0Sir1Dk,3943,409,2,7,0,0,1
ai03YfMq,3944,409,1,7,0,0,0
UmXFKZsP,3945,409,4,20,0,0,3
vZosp39B,3946,409,3,6,0,0,0
S2LicVo1,3947,409,3,12,0,0,2
Bv5Mspz7,3948,409,1,6,0,0,0
iTsXbvi8,3949,409,4,16,0,0,3
NXjW3SCW,3950,409,1,6,0,0,0
cZb41eLm,3951,409,1,6,0,0,0
TN9pSGOS,3952,409,2,12,0,0,1
Bh9vuZ25,3953,409,4,14,2,1,0
xKGfXR9W,3954,409,1,6,0,0,0
Df6f1O9c,3955,409,1,9,0,0,0
TbcM86Hh,3956,409,1,6,0,0,0
bC3M1SM7,3957,409,1,6,0,0,0
oFCXDU0t,3958,409,1,6,0,0,0
uzlFTIul,3959,409,1,6,0,0,0
l0zIMvmt,3960,409,5,38,0,0,4
e2coyERK,3961,409,21,54,0,0,18
3lxdXRbO,3962,409,1,6,0,0,0
jMskrxvP,3963,409,1,8,0,0,0
HjRhwbIR,3964,409,1,6,0,0,0
ZVjWBwb4,3965,409,2,7,0,0,1
ozV6esvS,3966,409,2,6,0,0,0
7WXUCTQY,3967,409,1,7,0,0,0
KP6VolkN,3968,409,3,7,0,0,1
QM2e1Fkj,3969,409,1,7,0,0,0
n4DooRLE,3970,409,1,6,0,0,0
567cavkT,3971,409,1,6,0,0,0
7p4NcW7u,3972,409,2,10,0,0,1
keIjGkpy,3973,409,3,12,0,0,2
ysAOWD88,3974,409,9,19,0,0,7
aKSApH1y,3975,409,1,6,0,0,0
gSrV8ykw,3976,409,1,6,0,0,0
YiAWMRqM,3977,409,1,6,0,0,0
IUadq60p,3978,409,1,12,0,0,0
mEgQdsUo,3979,409,1,6,0,0,0
HlmL6RXX,3980,409,3,8,0,0,2
dtshKoR1,3981,409,1,7,0,0,0
CwB4DaFw,3982,409,1,9,0,0,0
hRSSwE8b,3983,409,1,6,0,0,0
yh6kD7a7,3984,409,4,14,0,0,2
stbmzzPK,3985,409,1,7,0,0,0
rxJqGHAp,3986,409,1,6,0,0,0
wJalbavG,3987,409,25,65,0,0,22
e8WpkvZs,3988,409,1,6,0,0,0
NWEF1oAH,3989,409,1,10,0,0,0
Edq4WBhc,3990,409,1,7,0,0,0
l3aFBnCJ,3991,409,1,6,0,0,0
60Z3kmtk,3992,409,1,6,0,0,0
NAmQu7Uo,3993,409,1,6,0,0,0
8NU61jSJ,3994,409,9,26,0,0,6
oaDUflOW,3995,409,1,6,0,0,0
TotdgwQr,3996,409,2,7,0,0,1
iy0O27sa,3997,409,1,6,0,0,0
RnQr1uKD,3998,409,2,7,0,0,1
QMeTtQxo,3999,409,1,6,0,0,0
bNdgGnn0,4000,409,3,7,0,0,2
4XRs7DfE,4001,409,4,18,0,0,3
UNLr2JYk,4002,409,6,14,0,0,5
0YMncmvu,4003,409,3,9,0,0,1
jNvvneKX,4004,409,20,36,5,0,10
gNYIrqbw,4005,409,2,7,0,0,1
aBuVwjf0,4006,409,5,10,0,0,4
C4XMhWPd,4007,409,1,6,0,0,0
XEg5K1a7,4008,409,3,7,0,0,2
bA883Kpt,4009,409,3,12,0,0,2
ASQVCdy0,4010,409,1,6,0,0,0
53Tu8tfc,4011,409,1,6,0,0,0
kpMhH7rU,4012,409,2,6,0,0,0
n3RSPaHx,4013,409,3,6,0,0,0
Fmhk2bBI,4014,409,2,9,0,0,1
u7O0Mvl7,4015,409,1,6,0,0,0
JRTS6Gwh,4016,409,2,7,0,0,1
DpYQ4nUz,4017,409,1,6,0,0,0
wkxepgmZ,4018,409,2,13,0,0,1
mduLAu89,4019,409,1,6,0,0,0
unfditot,4020,409,2,15,0,0,1
ULoZmhMA,4021,409,7,36,0,0,0
A2eD99cG,4022,409,1,6,0,0,0
F3wM02AQ,4023,409,1,15,0,0,0
0tosSQjo,4024,409,1,6,0,0,0
5r77j9AZ,4025,409,1,6,0,0,0
YGSgLdyh,4026,409,1,6,0,0,0
6XBYYw0a,4027,409,2,11,0,0,1
GPTw6hct,4028,409,3,8,0,0,2
BmZOqqSX,4029,409,4,12,0,0,3
65iM4IW7,4030,409,1,6,0,0,0
niRd6Yh5,4031,409,1,7,0,0,0
cA3qG76M,4032,409,2,7,0,0,1
V6yKNxN2,4033,409,1,6,0,0,0
22OY1JaY,4034,409,1,12,0,0,0
Rmu2jo7i,4035,409,1,6,0,0,0
OTp0twtM,4036,409,3,12,0,0,2
lZiHyFZl,4037,409,4,12,0,0,2
NNVBwkRU,4038,409,1,6,0,0,0
WCyPFCaq,4039,409,1,8,0,0,0
UGFkCSFp,4040,409,2,7,0,0,0
LQFNIr7r,4041,409,1,6,0,0,0
jxuP5BMT,4042,409,1,6,0,0,0
MykDDwrk,4043,409,1,6,0,0,0
Zx4uQ6MV,4044,409,2,16,0,0,1
Zn3pFgFw,4045,409,3,24,0,0,2
xtCosJP8,4046,409,1,6,0,0,0
Q7Mfdx7W,4047,409,2,10,0,0,1
yH8QK5Sd,4048,409,3,10,0,0,2
94hMVP4w,4049,409,1,6,0,0,0
wkJrJX4p,4050,409,4,8,3,0,0
uwWu5dyz,4051,409,1,6,0,0,0
52GU6GMR,4052,409,2,6,0,0,0
U5KKePbw,4053,409,1,11,0,0,0
89tMlNWa,4054,409,2,12,0,0,1
AS83w5t3,4055,409,1,6,0,0,0
L2rl0yWk,4056,409,1,6,0,0,0
SUl2mpBO,4057,409,2,6,0,0,0
N9Xvk9lF,4058,409,15,19,0,0,12
uTZ8qLFL,4059,409,1,7,0,0,0
