user,user2int,lec,#run,#action,err_incomplete,err_without_ct,err_etc
OUMKvehe,18,409,6,15,4,0,1
8PEGM3AI,42,409,1,6,0,0,0
ASnwrbqm,43,409,2,7,0,0,1
i8sSEVtO,44,409,1,6,0,0,0
Fe8jt7Kn,45,409,1,8,0,0,0
sZzsCpAz,46,409,1,6,0,0,0
pwMwvV68,47,409,4,24,1,0,2
ruwNiInG,48,409,1,6,0,0,0
uiYEDaJq,49,409,1,6,0,0,0
EHXK1umb,50,409,1,6,0,0,0
Tq64lWyP,51,409,1,6,0,0,0
Jq032wxn,52,409,6,24,2,0,3
EvUnSBKm,53,409,2,6,1,0,0
XflpcaQC,54,409,2,7,0,0,1
lUpvwdyt,55,409,2,6,0,0,0
lXoATX1P,56,409,2,7,0,0,0
ORZbRZTT,57,409,1,6,0,0,0
bk0rcFql,58,409,6,14,0,1,4
ZvM4MIfv,59,409,1,13,0,0,0
vVwN7acq,60,409,1,6,0,0,0
GYLKwCyS,61,409,1,6,0,0,0
f7IX0uSF,62,409,7,21,2,1,3
E8nA3mLR,63,409,1,6,0,0,0
MJ2XgcFD,66,409,14,43,0,0,13
sF83MGX2,67,409,1,7,0,0,0
Y49AjhRS,68,409,2,7,0,0,1
SVZEPdmg,70,409,1,8,0,0,0
uAY6tEYG,72,409,1,6,0,0,0
qyvaPXHd,73,409,1,9,0,0,0
GnBvMdZh,74,409,2,10,0,0,0
WKZHySo9,75,409,9,36,0,0,8
bQPsevHY,77,409,2,2,0,0,1
PfP9w6xG,79,409,2,17,0,0,1
F8nl8F77,81,409,27,79,5,5,11
piaNetmC,84,409,5,20,0,0,4
i9Ao41cJ,86,409,5,29,0,0,3
twM3LLD7,89,409,1,6,0,0,0
axYU8utp,90,409,2,6,0,0,0
rSH5yoYQ,91,409,1,6,0,0,0
nvKJus7D,95,409,1,7,0,0,0
AJ9PCwVA,98,409,3,9,0,0,1
JkLm54dQ,99,409,1,6,0,0,0
BD0lkRuQ,100,409,1,6,0,0,0
plxI3Tlz,102,409,1,6,0,0,0
JyildWVg,103,409,4,21,1,0,2
xHN3LJ7S,106,409,7,29,0,0,6
4PRp6129,107,409,1,6,0,0,0
n1FYrR9x,108,409,1,11,0,0,0
9VXCWmzR,109,409,3,14,0,0,2
gKzphys2,110,409,2,14,1,0,0
hxFE2sVz,111,409,2,7,0,0,1
S4925FBI,112,409,9,42,0,0,7
mzKY7eGc,113,409,3,17,0,0,2
4xWUVhFs,114,409,1,6,0,0,0
qEXBcrpC,115,409,1,6,0,0,0
kswVvfJk,116,409,2,11,0,0,1
xNTL63Tz,117,409,39,124,9,4,21
OYg7HfqW,118,409,1,7,0,0,0
EL18S46T,119,409,4,23,1,1,1
ETOLjLgE,120,409,1,6,0,0,0
eREEQIEU,121,409,4,14,0,0,3
tmzDSw5O,122,409,1,7,0,0,0
w4fatzRl,123,409,2,19,0,0,1
pYqEexnP,124,409,1,6,0,0,0
bZpZ6SVY,125,409,4,13,0,0,3
PrYLZKDx,128,409,1,6,0,0,0
ziDeMEaz,129,409,7,18,0,1,4
4XJshrWN,130,409,6,23,3,0,2
3VebWF9h,131,409,2,7,0,0,0
s7aXQDDA,132,409,1,7,0,0,0
MKtk0Fov,134,409,1,6,0,0,0
PQlmDYva,135,409,8,22,0,0,6
dM9aV4lv,136,409,7,19,1,0,4
zYmSLEc8,137,409,2,9,0,0,0
lcvzYqwK,138,409,1,6,0,0,0
nPIacMxq,139,409,1,6,0,0,0
aQDz8bs6,140,409,1,6,0,0,0
SBBWvphK,141,409,1,6,0,0,0
DaVpIPgq,142,409,1,7,0,0,0
kKdGgKk8,143,409,12,43,1,0,10
woC6VyOd,144,409,1,7,0,0,0
wPF0qWqP,145,409,2,12,0,0,0
c3ZbUV2M,146,409,1,6,0,0,0
oLqBGfBO,147,409,1,7,0,0,0
75GZHP1m,148,409,1,6,0,0,0
whh36XFT,149,409,1,6,0,0,0
HA0MNTDt,150,409,1,7,0,0,0
kQZ2E38v,151,409,1,6,0,0,0
kJCldkhI,152,409,2,17,0,0,1
oOViyT3j,153,409,1,7,0,0,0
NwHOzAGb,154,409,1,6,0,0,0
I1najWjX,155,409,1,6,0,0,0
IGQ4Xn7j,156,409,1,7,0,0,0
mkLf8n9N,157,409,1,6,0,0,0
FkvkSzJ8,158,409,1,6,0,0,0
6s8iDXyk,159,409,1,6,0,0,0
tL38jdew,160,409,1,11,0,0,0
CIjrcY4I,161,409,2,6,0,0,0
XD5QMw9H,162,409,2,11,0,0,0
wbrGkQ4e,163,409,3,10,0,0,2
67mIlQj7,164,409,1,6,0,0,0
zYhGKL8C,165,409,1,6,0,0,0
JoaCqJM5,166,409,1,7,0,0,0
n6T0ZYCV,167,409,1,6,0,0,0
pQop2uv8,168,409,1,6,0,0,0
RfXbC5Ho,169,409,2,8,0,0,1
VqgKVIjb,170,409,1,6,0,0,0
K6nVF9JG,171,409,1,6,0,0,0
erURCgB5,172,409,1,6,0,0,0
56Co4Rlg,173,409,1,6,0,0,0
zMVnQP3p,174,409,3,7,1,0,1
nzvm1TZt,175,409,1,6,0,0,0
CLIo1ZLv,176,409,1,6,0,0,0
RHjJrIaq,177,409,1,7,0,0,0
z9BSMBw4,178,409,1,7,0,0,0
cpS1fTG7,179,409,1,7,0,0,0
IHEEpo64,180,409,1,6,0,0,0
05wHxL0K,181,409,1,6,0,0,0
5qvoKdx0,182,409,1,6,0,0,0
sTjDvY8a,183,409,1,6,0,0,0
iyxRfwZu,184,409,1,9,0,0,0
sEDGqTJd,185,409,1,6,0,0,0
HPRNQv92,186,409,2,6,0,0,1
BvrDjc5O,187,409,1,6,0,0,0
vuXMqArw,188,409,3,9,0,0,1
SwFogXEY,189,409,1,6,0,0,0
z5bVUEYI,190,409,1,6,0,0,0
2gGNlL0D,191,409,10,26,0,0,9
18wr4nux,192,409,1,6,0,0,0
7rBiJTeI,193,409,2,14,0,0,1
WkMwFML1,194,409,1,6,0,0,0
4yFkIrLb,195,409,2,7,0,0,0
un608156,196,409,1,6,0,0,0
qIwMOYNL,197,409,4,23,1,1,1
5YSH0apn,198,409,5,13,0,1,2
7qh3tE3n,199,409,3,6,0,0,0
5xC32tjR,200,409,1,9,0,0,0
MxO8N1RV,201,409,1,6,0,0,0
nNOmwNjq,202,409,1,6,0,0,0
yb1YHZXu,203,409,3,7,0,0,2
R6PYpx0a,204,409,1,7,0,0,0
TfIXKhPv,205,409,1,6,0,0,0
gI1wyWdQ,206,409,1,6,0,0,0
dw4mfAtR,207,409,2,7,0,0,1
rivqvePT,208,409,3,8,0,0,2
2MBxwzQg,209,409,1,6,0,0,0
Zf2gyAYu,210,409,1,9,0,0,0
391qrkge,211,409,2,8,0,0,1
wHpHgk39,212,409,2,6,0,0,0
VaP66UaK,213,409,1,8,0,0,0
bhckLtqo,214,409,1,6,0,0,0
D54pKYxV,215,409,4,12,3,0,0
Au7acmVw,216,409,8,36,4,0,3
SIqEhjFK,217,409,2,9,0,0,0
abYYmThG,218,409,2,6,0,0,0
bT1F5LSE,219,409,1,2,0,0,1
x9faTFsW,220,409,1,7,0,0,0
aC37FttI,221,409,1,6,0,0,0
w62oS2Wz,222,409,1,6,0,0,0
bhdFDfzB,223,409,2,7,0,0,1
Bvt5B1GV,224,409,2,11,0,0,1
F09jIBO1,225,409,1,6,0,0,0
0tcJNl6C,226,409,2,10,0,0,1
MUwgvVYB,227,409,1,6,0,0,0
euO7igR7,228,409,2,7,0,0,1
Zhz8AMWE,229,409,1,8,0,0,0
jkN3WvzT,230,409,1,6,0,0,0
BtFp8OWx,231,409,1,7,0,0,0
loLjUqkd,232,409,2,11,0,1,0
xGbL3Bag,233,409,1,6,0,0,0
mkOgGvlp,234,409,1,6,0,0,0
uKjBFUsZ,235,409,4,13,3,0,0
DLbQnuTc,236,409,1,6,0,0,0
1K88Ry75,237,409,1,6,0,0,0
05x4Iccu,238,409,7,37,0,1,5
LftOrkrK,239,409,1,6,0,0,0
n7MTGEFT,240,409,1,6,0,0,0
iCzRMQ8c,241,409,1,6,0,0,0
ldX8ugH6,242,409,6,24,1,1,3
h8koucai,243,409,1,6,0,0,0
plILr2c5,244,409,1,6,0,0,0
ZCZAam7z,245,409,3,12,1,1,0
SkJBU7Iq,246,409,1,6,0,0,0
AuaijpYp,247,409,1,6,0,0,0
hMTxENDO,249,409,1,6,0,0,0
tSzgyMid,250,409,1,7,0,0,0
wnMWxOui,251,409,5,11,0,0,4
W4LrR3g8,252,409,1,6,0,0,0
oeiGTDJy,253,409,1,6,0,0,0
wrfhEKVK,254,409,2,7,0,0,1
wKKnjzJU,255,409,10,21,0,0,8
b3fl6OEv,256,409,2,7,0,0,1
267u6TgA,257,409,2,8,0,0,1
it4TLxB0,258,409,1,6,0,0,0
dQ33x2cq,259,409,2,8,0,0,1
iChqtTFg,260,409,6,13,0,0,4
MUaOcVcV,261,409,5,18,0,0,4
GAGvGXf0,262,409,1,9,0,0,0
begvAZTA,263,409,1,13,0,0,0
wYBikkUx,264,409,2,8,0,0,1
BKtN04rs,265,409,1,6,0,0,0
WhdR7KQl,266,409,1,6,0,0,0
JdatfRj5,267,409,1,6,0,0,0
RON7IYDV,268,409,2,8,0,0,1
ZsQpvx4M,269,409,1,6,0,0,0
7TGBDFe2,270,409,3,8,0,0,2
JI0dfAsR,271,409,1,7,0,0,0
verKNvTO,272,409,1,12,0,0,0
gXuNuvAW,273,409,11,30,4,4,1
Mjp0aN1m,274,409,1,6,0,0,0
KtkkYz45,275,409,8,50,0,0,7
I96BKH41,276,409,3,15,0,0,2
xBOF6LZt,277,409,3,9,0,0,1
Lu20JBxI,278,409,1,12,0,0,0
RWua74wm,279,409,1,7,0,0,0
AJ6OpJGn,280,409,7,16,0,0,5
OJKJIF1Q,281,409,1,6,0,0,0
RY6e9gU6,282,409,1,6,0,0,0
na2lTC50,283,409,2,7,0,0,1
NTw4KSR1,284,409,3,22,0,0,2
zDa5kvZf,285,409,1,6,0,0,0
wesYOw9k,286,409,1,6,0,0,0
XXVAZbZS,287,409,3,7,0,0,2
tLwqDbEL,288,409,13,28,0,0,10
BZYFMQ0Y,289,409,7,17,0,0,6
VKKO7T0q,290,409,1,6,0,0,0
Ffh54y65,291,409,1,6,0,0,0
bceq5L4e,292,409,1,6,0,0,0
huTfJfLO,293,409,3,15,2,0,0
9FQvClB0,294,409,1,6,0,0,0
Tm7huJtj,295,409,1,11,0,0,0
E9OJMpu8,296,409,1,6,0,0,0
GW305wge,297,409,1,9,0,0,0
iRUkfqAY,298,409,5,35,0,0,4
xmT4qNjO,299,409,7,22,2,0,3
MzAS47kf,300,409,1,6,0,0,0
C1wKgalS,301,409,2,7,0,0,1
fMxqXy4N,302,409,1,8,0,0,0
3I4PTTXY,303,409,1,7,0,0,0
XkQ5lsIc,304,409,5,19,0,0,4
fkuqf181,305,409,1,6,0,0,0
7hQ0jSRj,306,409,1,6,0,0,0
0TOlw0pG,307,409,1,6,0,0,0
dtVXVDgD,308,409,8,15,7,0,0
sm9Y41Op,309,409,17,45,0,0,13
bdUfersR,310,409,5,21,0,0,2
wObTSSC4,311,409,1,6,0,0,0
ppq8BLyo,312,409,10,39,0,0,8
Efzt75H0,313,409,1,11,0,0,0
YZzGh506,314,409,1,6,0,0,0
sKNbYXXV,315,409,19,39,1,0,12
9pCR5Nsk,316,409,1,6,0,0,0
EcpssOHn,317,409,2,7,0,0,1
DLRLh3Q9,318,409,7,16,0,0,6
9mU7qHIk,319,409,1,6,0,0,0
q7dIds2X,320,409,1,6,0,0,0
YDLHErfm,321,409,2,6,0,0,1
rGqC3KGI,322,409,9,27,4,0,4
CpHtPjnG,323,409,1,8,0,0,0
0JIOcrVU,324,409,1,7,0,0,0
UVAC5Cls,325,409,1,7,0,0,0
zi4GCvRl,326,409,1,6,0,0,0
bsBA2A6w,327,409,2,7,0,0,1
6taHS44L,328,409,1,6,0,0,0
4cxJ1w4A,329,409,9,30,0,0,8
yjg3nlzN,330,409,3,11,0,0,1
y3FqNhJk,331,409,12,26,0,0,11
KEZ8HQgm,332,409,1,6,0,0,0
uJRPeli0,333,409,1,6,0,0,0
gdTpGimr,334,409,1,7,0,0,0
PeGw1HLm,335,409,2,8,0,0,1
vDX9yNfM,336,409,6,30,0,0,5
PFRiOiI5,337,409,1,6,0,0,0
qSNu4lk7,338,409,1,6,0,0,0
Js3wNnML,339,409,1,7,0,0,0
sh8vSih3,340,409,2,8,0,0,1
EBUrF0wh,341,409,1,6,0,0,0
zWW5OIxb,342,409,22,72,2,0,17
HBOG4pH2,343,409,1,6,0,0,0
S22H1XSK,344,409,6,37,0,2,2
ldL8Z70b,345,409,1,6,0,0,0
cufnxXPk,346,409,1,6,0,0,0
dOhPE26S,347,409,2,8,0,0,1
ilvfuROY,348,409,1,7,0,0,0
g7FZHNeb,349,409,1,7,0,0,0
gs72P2Al,350,409,5,13,2,1,1
ArL0igzr,351,409,2,10,0,0,1
4CzcVm0P,352,409,1,6,0,0,0
OYTIlRFS,353,409,1,6,0,0,0
XW14Bf8s,354,409,4,17,0,0,2
SRa2A3wR,355,409,3,10,0,0,1
I2Pwh1LE,356,409,1,10,0,0,0
GytbhYX9,357,409,1,6,0,0,0
IkSllIgj,358,409,1,7,0,0,0
sDjOqnIg,359,409,2,10,0,0,1
oOzY7Yfr,360,409,1,6,0,0,0
oE4PL5Wc,361,409,7,21,6,0,0
60r9z9ST,362,409,7,24,3,0,3
Gt51E3zj,363,409,1,6,0,0,0
RY1H0jyh,364,409,51,86,4,1,32
JloqOpgl,365,409,1,6,0,0,0
L1IGThMl,366,409,10,50,0,0,8
KrIzf6bk,367,409,1,6,0,0,0
NlUaBWSx,368,409,1,6,0,0,0
8f6NoHCm,369,409,9,29,0,1,7
32gW2C1q,370,409,3,7,0,0,1
FGF3EgLx,371,409,1,6,0,0,0
zUMno3qw,372,409,2,17,0,0,1
Ebm648Ur,373,409,1,6,0,0,0
A8PK44io,374,409,3,18,0,1,0
3vIAgsKi,375,409,22,90,12,3,5
rbO1DTjF,376,409,1,6,0,0,0
K5ZN5ePy,377,409,3,10,2,0,0
gktxg1BX,378,409,1,21,0,0,0
mB3mkVPB,379,409,1,6,0,0,0
9RCowjWj,380,409,1,13,0,0,0
JCZUnFIv,381,409,1,11,0,0,0
wDQl9sVI,382,409,2,7,0,0,1
Q8CGOwGV,383,409,1,6,0,0,0
I0nb3SoZ,384,409,1,7,0,0,0
iyvWegBC,385,409,4,12,0,0,2
aDTLMmxz,386,409,14,27,0,0,13
AKBdtJz7,387,409,2,9,0,0,1
dLIksLb5,388,409,1,6,0,0,0
3fiTl2H1,389,409,1,6,0,0,0
DpbDCwoG,390,409,6,11,2,2,0
1OYHXXVj,391,409,1,6,0,0,0
QoxAoLNV,393,409,1,3,0,0,1
QF47j0ty,396,409,1,6,0,0,0
SyGugkF6,397,409,1,6,0,0,0
zHx7zL2B,406,409,1,6,0,0,0
8US4oUWC,408,409,1,6,0,0,0
Cc4LdhHw,409,409,1,6,0,0,0
GPCaP20V,411,409,1,7,0,0,0
jgu1fhSz,413,409,1,7,0,0,0
pofh9l0s,415,409,2,8,0,0,1
IniVLIlG,416,409,1,7,0,0,0
fgM6ltDn,417,409,1,6,0,0,0
0A0AZPHU,418,409,2,7,0,0,0
5sV3AmiT,419,409,2,10,0,0,0
zYeRw91L,420,409,1,6,0,0,0
4PpfCHql,421,409,2,6,0,0,0
74jjdD2P,422,409,2,7,0,0,1
ONwFwqNx,423,409,1,6,0,0,0
PV8lUdo9,424,409,4,21,0,1,2
MvkYtNIq,425,409,2,12,0,0,0
9MKt0npO,426,409,1,6,0,0,0
Fwnd6c0y,427,409,3,7,0,0,1
vV7Kkgus,428,409,2,10,0,0,0
YqljxAqa,429,409,1,8,0,0,0
cTxflzMe,430,409,1,6,0,0,0
ydGSxxjF,431,409,1,7,0,0,0
g7UJB1HI,432,409,2,6,0,0,0
JTiCouaL,433,409,2,19,0,0,0
ERJZXK0N,434,409,1,6,0,0,0
WfbxNyJF,435,409,1,6,0,0,0
bITT3AVx,436,409,2,17,0,0,1
LugRX0gj,437,409,3,7,0,0,1
k79fkh77,438,409,2,10,0,0,1
uQWoRqqh,439,409,2,8,0,0,1
MBetSwSd,440,409,1,7,0,0,0
TiBncFCY,441,409,2,7,0,0,1
iywVQPaX,442,409,1,6,0,0,0
dnJFtRPV,443,409,2,6,0,0,0
HRUmaVxo,444,409,1,6,0,0,0
I2Q7kTZX,445,409,2,8,0,0,1
LbawOY3M,446,409,1,7,0,0,0
IKXJFJFH,447,409,9,36,1,0,6
uDP2eBwV,448,409,2,9,1,0,0
uZXLtUtj,449,409,2,8,0,0,0
fm2zd6YR,450,409,1,6,0,0,0
4jyJ5wpB,451,409,1,6,0,0,0
FnENId6a,452,409,2,9,0,0,1
yeJEvoMp,453,409,1,6,0,0,0
GQdN3Dms,454,409,1,6,0,0,0
kMsxQP7I,455,409,1,6,0,0,0
pQfPAl47,456,409,1,6,0,0,0
01n8qqpL,457,409,1,6,0,0,0
dKCmvyv3,458,409,1,6,0,0,0
u7HQQ2r9,459,409,2,7,0,0,1
JNv0EDlV,460,409,1,6,0,0,0
Hdmron0K,461,409,1,9,0,0,0
fWVoPIhH,462,409,1,6,0,0,0
0FxE0kjU,463,409,3,15,0,0,2
n8Klw9Gl,464,409,1,6,0,0,0
s4AtbUP1,465,409,1,8,0,0,0
Wb62BNqH,466,409,4,14,2,0,0
FER2CE9j,467,409,2,7,0,0,1
VOKZbkuz,468,409,1,7,0,0,0
tLxuwEAV,469,409,4,16,0,1,2
QD0bY0KG,470,409,14,54,3,0,10
JqjXS03A,471,409,4,12,0,0,3
7vZtvYFm,472,409,2,15,0,0,1
UQ81gqtt,473,409,1,7,0,0,0
TWTexSA2,474,409,1,6,0,0,0
8Uq8Lmjl,475,409,1,6,0,0,0
0q0RLXax,476,409,6,23,0,0,5
EOwBwH9B,477,409,1,6,0,0,0
iJyRtQbz,478,409,1,6,0,0,0
2kvbbifq,479,409,1,22,0,0,0
22mjLRCc,480,409,1,6,0,0,0
eX3Pq9wB,481,409,1,6,0,0,0
yXER7A9i,482,409,1,7,0,0,0
DR3YWV7W,483,409,1,6,0,0,0
JUHRGRBu,484,409,1,8,0,0,0
AljRD8lO,485,409,1,6,0,0,0
i3rUfBiU,486,409,3,9,0,0,2
stHwSo5U,487,409,4,13,0,0,0
4niENhEw,488,409,1,6,0,0,0
0AEBGgkF,489,409,1,7,0,0,0
nitWqdXc,490,409,1,7,0,0,0
Ww14BRQL,491,409,6,15,0,0,5
weHKDuIn,492,409,1,6,0,0,0
fodAtetO,493,409,2,9,0,0,1
qo3wSpUq,494,409,1,6,0,0,0
qu6sGicL,495,409,2,17,1,0,0
RSAno1mW,496,409,1,6,0,0,0
X9lJSo8l,497,409,1,6,0,0,0
evjBz55O,498,409,1,6,0,0,0
BHP6kLAS,499,409,2,6,0,0,0
iOecZvCV,500,409,1,6,0,0,0
4E6VlbMW,501,409,2,6,0,0,0
cuqeCXl9,502,409,1,11,0,0,0
wOi0W9qH,503,409,1,6,0,0,0
bc4Oe7LB,504,409,1,6,0,0,0
cO0AYGTe,505,409,1,6,0,0,0
jze9XG1u,506,409,1,6,0,0,0
7UrfRwLC,507,409,1,8,0,0,0
t4mxRLky,508,409,1,6,0,0,0
z4eOF5Dq,509,409,5,34,0,0,4
JmXda4Lv,510,409,1,6,0,0,0
AkgeLSxu,511,409,1,9,0,0,0
tbvDCgpS,512,409,2,10,0,0,1
ZsBJQXHn,513,409,1,10,0,0,0
OofdNYW9,515,409,1,6,0,0,0
dERS9l6Z,516,409,1,7,0,0,0
7I08n95o,517,409,1,7,0,0,0
nBq5jLRM,518,409,6,18,0,0,5
KGTUbjwY,519,409,1,6,0,0,0
5yvTLZhX,520,409,1,6,0,0,0
4Hl0aal5,521,409,2,15,0,0,1
mWFewhNs,522,409,2,7,0,0,1
ARBOhK3I,523,409,1,6,0,0,0
6gAUSjhc,524,409,1,6,0,0,0
l4tvmFtA,525,409,1,6,0,0,0
3vO9jHB9,526,409,9,40,8,0,0
fSRQ2ibf,527,409,1,6,0,0,0
TRZkcYN2,528,409,1,6,0,0,0
g9LWmbU6,529,409,1,6,0,0,0
4iOJhiXQ,530,409,13,22,0,0,11
rX3DS5Po,531,409,1,12,0,0,0
hL2sSCQD,532,409,3,10,0,0,0
pDRuNoz1,533,409,1,6,0,0,0
ljmT00JW,534,409,1,6,0,0,0
fJ62tJtx,535,409,1,6,0,0,0
dsYXqsnm,536,409,1,7,0,0,0
DSmyG0Mo,537,409,1,6,0,0,0
ElVix4Df,538,409,1,6,0,0,0
UG4PXHiv,539,409,2,7,0,0,1
by1TPwNQ,540,409,1,6,0,0,0
qDjNDjKC,541,409,1,6,0,0,0
5Ct683Fl,542,409,1,6,0,0,0
OmfLABbF,543,409,2,18,0,0,0
N2TfsBwZ,544,409,1,6,0,0,0
cl5FHddn,545,409,1,6,0,0,0
jaV5YdyY,546,409,1,6,0,0,0
BzS4Hi0u,547,409,1,6,0,0,0
T90INdv7,548,409,1,6,0,0,0
eIbSfSrM,549,409,2,11,0,0,1
rZdY4vwy,550,409,1,8,0,0,0
6lCvFCU9,551,409,1,6,0,0,0
h8YxKUGG,552,409,3,19,0,0,2
x26DszJn,553,409,3,7,0,0,1
GZCQueoX,554,409,1,6,0,0,0
fC6MUcJm,556,409,1,7,0,0,0
uYLWS0gm,557,409,1,7,0,0,0
RnVcbYpg,558,409,1,6,0,0,0
9bUBH8jw,559,409,1,6,0,0,0
mw2C16Bk,560,409,1,6,0,0,0
3C3m6gyn,561,409,1,9,0,0,0
9w8eVy1M,562,409,3,11,2,0,0
KE7vtcwC,563,409,12,27,0,0,11
QkHDcdft,564,409,2,6,0,0,0
NjTRL1BO,565,409,3,12,0,0,2
EZia9vrE,566,409,1,6,0,0,0
v1mRsbXR,567,409,1,7,0,0,0
qvt6WYZE,568,409,1,6,0,0,0
VD1rJgTj,569,409,1,6,0,0,0
IvgXPeEj,570,409,1,6,0,0,0
eK4Ji45Y,571,409,3,7,0,0,2
x8K77mUc,572,409,1,6,0,0,0
cGKoQNmV,573,409,1,6,0,0,0
omTTEa6a,574,409,1,6,0,0,0
16pafpyL,575,409,1,6,0,0,0
Kajs2bjw,576,409,1,8,0,0,0
68VX7BpE,577,409,1,6,0,0,0
YyWjXNul,578,409,1,8,0,0,0
xkZZaBpc,579,409,2,8,0,0,1
HKTmnfPD,580,409,8,26,0,0,7
iIyfGkYP,582,409,5,15,2,0,2
ZbkeFkAl,583,409,1,6,0,0,0
jQnXrcIp,584,409,2,6,0,0,1
cyessnZM,585,409,1,6,0,0,0
KEBl4GvF,586,409,1,8,0,0,0
AUtK9NfS,587,409,1,6,0,0,0
z9GN9wb2,588,409,1,6,0,0,0
c2DUK631,589,409,8,33,0,0,7
mynSA2Wm,590,409,4,14,0,0,2
ZJ5XMUJ1,591,409,1,6,0,0,0
XHbxrj2w,592,409,1,6,0,0,0
iqUPyhOC,593,409,1,6,0,0,0
4X7OJIH8,594,409,1,6,0,0,0
7CB25eqv,595,409,2,16,0,0,1
yaUWt3o4,596,409,1,6,0,0,0
VXZRYGTH,597,409,3,21,0,0,2
q8cJNr85,598,409,1,7,0,0,0
yjPWbDQg,599,409,1,6,0,0,0
6fAtuDtX,600,409,1,6,0,0,0
2clLrQbX,601,409,2,14,0,0,1
nUQanHSP,602,409,1,7,0,0,0
fyy6PZol,603,409,1,6,0,0,0
n2yh23qt,604,409,1,7,0,0,0
hveHKzZZ,605,409,1,6,0,0,0
3JykqTrm,606,409,1,13,0,0,0
Fy8VZklF,607,409,1,6,0,0,0
7YY0hYCG,608,409,1,6,0,0,0
l9mn7fxE,609,409,1,6,0,0,0
Qxl3KJ5A,610,409,1,7,0,0,0
Q4riwQNO,611,409,1,8,0,0,0
FAEfzFiD,612,409,1,10,0,0,0
8JKVmBF4,613,409,3,19,0,0,2
2YQyFFPm,614,409,1,6,0,0,0
tS42R4lc,615,409,2,7,0,0,1
C6BGlYy7,616,409,1,6,0,0,0
KoSr3yrn,617,409,1,6,0,0,0
tEc1MbEq,618,409,1,6,0,0,0
esMjfjY2,619,409,5,10,0,0,3
lVv9EGPk,620,409,1,6,0,0,0
4nQ4h7Bq,621,409,1,6,0,0,0
NPthlZXw,622,409,2,7,0,0,1
O82HBVMn,623,409,1,6,0,0,0
tkKbcDPm,624,409,3,11,0,0,0
uA4VDQ6N,625,409,2,8,0,0,1
7NuturfN,626,409,1,7,0,0,0
idUodVJV,627,409,8,42,0,0,7
joNT5MZS,628,409,1,6,0,0,0
XTUeDiYx,629,409,1,6,0,0,0
SzasRdKK,630,409,2,9,1,0,0
8FJFRGBy,631,409,1,6,0,0,0
KLUCdqtS,632,409,1,6,0,0,0
QXPD5iTx,633,409,2,14,0,0,1
hgkYzq84,634,409,1,6,0,0,0
d5lAvKVv,635,409,7,22,0,0,6
eHUcTWF2,636,409,1,6,0,0,0
B1P1SBxS,637,409,1,6,0,0,0
657gTrDX,638,409,10,32,1,1,7
SmHnItWU,639,409,2,7,0,0,1
4ceSD86H,640,409,2,7,1,0,0
h01dIHJg,641,409,1,6,0,0,0
IumU3Mfe,642,409,1,6,0,0,0
wIPv8q1o,643,409,1,6,0,0,0
EDLg81s5,644,409,5,13,3,0,0
QmhycLFS,645,409,1,6,0,0,0
fpm864nY,646,409,2,6,0,0,0
QuY74XGp,647,409,6,17,0,1,4
41J2ujTd,648,409,1,6,0,0,0
ZFX7TcZO,649,409,1,6,0,0,0
ACawJJOd,650,409,1,9,0,0,0
GoQ0paaJ,651,409,5,30,1,0,3
rjFHfaIl,652,409,6,27,0,0,4
rsXZYbyN,653,409,1,7,0,0,0
wmN2xWlG,654,409,1,6,0,0,0
UCbxZFxL,655,409,9,27,0,0,8
StrkgHNx,656,409,2,8,0,0,1
cASnt0z3,657,409,3,10,2,0,1
gW7jEr1H,658,409,2,8,0,0,1
kJkrYUAV,659,409,1,6,0,0,0
Uk4LO4KK,660,409,1,7,0,0,0
t8wIiP9n,661,409,1,6,0,0,0
vnEgv1b0,662,409,1,6,0,0,0
X06o07q2,663,409,1,6,0,0,0
fOXvTwsB,664,409,3,9,0,0,2
aFcg1H4m,665,409,3,8,0,0,2
HgxsN6Rz,666,409,1,6,0,0,0
LqKtp3qw,667,409,1,7,0,0,0
rrKzUnzK,668,409,1,7,0,0,0
jvDvvdSk,669,409,2,8,0,0,0
bhDEmVrB,670,409,1,13,0,0,0
XkL13cRj,671,409,5,15,1,0,1
4dkQaFa6,672,409,1,6,0,0,0
i9aWv3k4,673,409,4,12,0,0,3
9d0YE2qQ,674,409,4,26,0,0,3
8qoMkHJG,675,409,3,8,0,0,2
HRrQdOOS,676,409,1,7,0,0,0
0sldBfjJ,677,409,1,6,0,0,0
qvngV4UJ,678,409,1,7,0,0,0
yilLK3vy,679,409,1,6,0,0,0
u7MwdJZb,680,409,1,6,0,0,0
NEmaFJBM,681,409,2,7,0,0,1
yKQI6Jqi,682,409,4,10,0,0,1
M125sxjt,683,409,1,6,0,0,0
P0WpUMQj,684,409,1,6,0,0,0
193oSpfj,685,409,1,6,0,0,0
L76cb2Zm,686,409,1,6,0,0,0
HXtoMmqv,687,409,4,13,1,1,0
5YSZArkm,688,409,1,6,0,0,0
JxZPbSAy,689,409,3,18,0,0,2
4zMKhpjp,690,409,1,6,0,0,0
qjMZ4jSa,691,409,1,7,0,0,0
E8597dee,692,409,1,6,0,0,0
BNrtipXh,693,409,3,9,0,0,2
k82cekmh,695,409,1,6,0,0,0
skvzqDeD,696,409,4,27,0,0,3
SEHKPoo0,697,409,3,8,0,0,2
4RQ2gySf,698,409,1,6,0,0,0
pHoZB638,699,409,3,7,0,0,1
