MongoDB shell version: 3.0.11
connecting to: entry_2016
id,lecture,run,+normal,+repeat,+if,5#,10#,30#,60#,300#,long#
14,404,1,1,1,0,2,0,0,0,0,0
14,405,2,5,1,0,7,0,0,0,0,0
15,402,2,12,0,0,10,0,2,1,0,0
14,406,2,3,0,1,3,1,1,0,0,0
16,402,1,8,0,0,6,2,0,0,0,0
11,407,2,10,1,3,12,1,0,2,0,0
15,403,3,6,0,0,7,0,1,0,0,0
14,407,1,2,1,1,4,0,0,0,0,0
13,407,1,2,1,1,3,1,0,0,0,0
16,403,3,6,0,0,5,0,2,1,0,0
14,408,1,3,1,1,5,0,0,0,0,0
15,404,1,1,1,0,2,0,0,0,0,0
17,402,2,13,0,0,11,0,1,2,0,0
15,405,2,5,1,0,6,1,0,0,0,0
13,408,2,8,1,3,10,0,2,1,0,0
16,404,1,1,1,0,2,0,0,0,0,0
14,409,1,3,1,2,6,0,0,0,0,0
11,408,5,10,4,5,15,4,2,1,1,0
17,403,2,3,0,0,4,0,0,0,0,0
18,402,1,8,0,0,8,0,0,0,0,0
17,404,1,1,1,0,2,0,0,0,0,0
16,405,1,5,1,0,6,0,0,0,0,0
15,406,21,33,8,11,52,14,5,0,1,0
14,410,3,8,1,3,9,2,1,2,0,0
18,404,1,1,1,0,2,0,0,0,0,0
17,405,1,6,1,0,7,0,0,0,0,0
18,403,1,5,0,0,4,1,0,0,0,0
19,402,1,10,0,0,7,1,1,1,0,0
6,406,18,51,3,7,48,15,10,3,1,1
19,403,1,3,0,0,3,0,0,0,0,0
19,404,1,1,1,0,2,0,0,0,0,0
13,409,3,5,1,5,6,3,1,1,2,0
18,405,3,8,1,0,6,3,2,0,0,0
21,402,2,10,0,0,9,1,1,0,0,0
19,405,2,8,1,0,7,0,2,1,0,0
20,402,5,22,0,0,19,2,3,1,1,0
21,404,2,2,1,0,4,0,0,0,0,0
21,403,1,7,0,0,5,1,1,0,0,0
18,406,2,2,0,2,4,1,0,0,0,0
21,405,1,6,1,0,7,0,0,0,0,0
18,407,2,2,1,1,5,0,0,0,0,0
21,406,3,12,1,3,14,3,0,1,0,0
18,408,1,2,1,1,4,0,0,0,0,0
20,403,2,3,0,0,4,0,0,0,0,0
20,404,1,1,1,0,2,0,0,0,0,0
18,409,1,4,1,2,7,0,0,0,0,0
20,405,2,6,1,0,7,1,0,0,0,0
