user,user2int,lec,#runs,#actions,~5,5~10,10~30,30~60,60~
RJBuQ0wv,6825,409,1,6,0,0,0,0,0
wvKU77Hi,6826,409,2,12,0,0,1,0,0
1tiSzfVn,6827,409,1,6,0,0,0,0,0
Xko01BoA,6828,409,3,12,0,0,2,0,0
l1I1MkZL,6829,409,1,9,0,0,0,0,0
6QDDqr6h,6830,409,13,44,2,0,7,1,2
3UfvN8WA,6831,409,8,21,0,0,5,2,0
VOLpzHvD,6832,409,16,55,4,2,6,1,2
4NWVQmKy,6833,409,1,11,0,0,0,0,0
QOVcMtSD,6834,409,2,6,1,0,0,0,0
7RRPgNfl,6835,409,1,7,0,0,0,0,0
QzgpiCrz,6836,409,10,38,1,0,5,0,3
EOX7uwlC,6837,409,17,45,1,4,9,2,0
IRBc1zvc,6838,409,5,19,1,0,2,0,1
sL1mqktt,6839,409,22,84,2,1,14,1,3
8lBPKzOF,6840,409,3,7,1,1,0,0,0
khSZdxQB,6841,409,26,156,8,1,8,3,5
50WdKq5u,6842,409,1,6,0,0,0,0,0
pwLcJlOo,6843,409,1,6,0,0,0,0,0
lgT6XhUx,6844,409,23,60,2,7,9,2,2
imTI0SU7,6845,409,1,6,0,0,0,0,0
8s9NGFj7,6846,409,1,9,0,0,0,0,0
gyH0SJML,6847,409,2,7,0,0,1,0,0
a3lOTWql,6848,409,1,6,0,0,0,0,0
pmwvmfaJ,6849,409,1,6,0,0,0,0,0
VXImiEha,6850,409,1,6,0,0,0,0,0
Y7eX6VoK,6851,409,1,6,0,0,0,0,0
DMKEsxJS,6852,409,1,6,0,0,0,0,0
HxZj7so9,6853,409,51,113,19,3,20,3,5
ggmIMm6j,6854,409,2,18,1,0,0,0,0
vixIcihO,6855,409,1,6,0,0,0,0,0
U0yz9yqX,6856,409,20,57,4,4,9,2,0
RqQvX9YW,6857,409,3,17,0,0,1,1,0
ogHp0yeV,6858,409,1,15,0,0,0,0,0
G355N1eb,6859,409,1,7,0,0,0,0,0
BDnG6cRU,6860,409,1,6,0,0,0,0,0
FsIPsxxt,6861,409,4,33,1,0,1,0,1
8JK7zikZ,6862,409,2,7,1,0,0,0,0
ML3mLY9w,6863,409,1,17,0,0,0,0,0
FkExZf0L,6864,409,1,6,0,0,0,0,0
jgyXrnuF,6865,409,1,8,0,0,0,0,0
Y5lrETbC,6866,409,1,6,0,0,0,0,0
81ZBnquY,6867,409,1,9,0,0,0,0,0
JVNW0zTH,6868,409,1,6,0,0,0,0,0
fTZqg4x7,6869,409,2,6,1,0,0,0,0
nq7xDWKP,6870,409,1,6,0,0,0,0,0
eEBybSXJ,6871,409,7,40,0,0,3,2,1
5kjY096d,6872,409,10,43,1,1,5,1,1
Zml16Ojp,6873,409,3,15,0,1,1,0,0
kHxIJMK7,6874,409,1,15,0,0,0,0,0
6oWrCfcx,6875,409,1,6,0,0,0,0,0
0FULsm2U,6876,409,2,8,0,0,1,0,0
82ENMFOh,6877,409,2,7,0,1,0,0,0
UfaejD4H,6878,409,1,6,0,0,0,0,0
DQQAngHw,6879,409,1,6,0,0,0,0,0
bdoJowRg,6880,409,1,6,0,0,0,0,0
vk3zhQq1,6881,409,7,18,0,3,3,0,0
kFqN31Uk,6882,409,5,9,2,1,1,0,0
OEiBg92h,6883,409,1,6,0,0,0,0,0
QpAvCiwf,6884,409,36,127,10,6,12,1,6
OLDZpXE1,6885,409,1,12,0,0,0,0,0
lvFHdvwf,6886,409,1,6,0,0,0,0,0
Kk4uYorr,6887,409,6,20,1,0,2,1,1
7Vg2I9fL,6888,409,2,17,1,0,0,0,0
QqLBaBql,6889,409,4,9,0,1,2,0,0
o7h07qzh,6890,409,30,120,4,6,14,1,4
JH7aRc8a,6891,409,1,6,0,0,0,0,0
4febKgyl,6892,409,3,21,0,0,1,1,0
LHY47tWP,6893,409,1,7,0,0,0,0,0
3daPPPyf,6894,409,1,6,0,0,0,0,0
UNNWOZeB,6895,409,1,6,0,0,0,0,0
zL0vI4CE,6896,409,1,6,0,0,0,0,0
BX9yLqxJ,6897,409,1,6,0,0,0,0,0
7EPRWlN3,6898,409,17,49,2,3,8,0,3
BRdSqiI3,6899,409,1,6,0,0,0,0,0
r03O4pgG,6900,409,1,6,0,0,0,0,0
uI3T84ET,6901,409,1,5,0,0,0,0,0
BgB8g2J0,6902,409,11,24,4,0,2,2,2
JCz8oY3e,6903,409,1,6,0,0,0,0,0
TvOSxusc,6904,409,1,6,0,0,0,0,0
HSqsQLrX,6905,409,1,7,0,0,0,0,0
b7Ofx9kC,6906,409,2,6,1,0,0,0,0
WNYu0k1m,6907,409,1,6,0,0,0,0,0
IkEQYfGW,6908,409,2,8,0,1,0,0,0
FHhQ7p91,6909,409,14,36,4,2,5,0,2
JEwdAXT2,6910,409,2,10,0,0,1,0,0
gVVHh2Ry,6911,409,0,0,0,0,0,0,0
r5FRoy34,6912,409,2,7,0,0,1,0,0
yyfDR3q4,6913,409,1,7,0,0,0,0,0
Os1p25y5,6914,409,1,6,0,0,0,0,0
U46EKasK,6915,409,3,13,1,0,1,0,0
KxZWIwTA,6916,409,16,60,5,0,6,2,2
4buIZaS6,6917,409,1,6,0,0,0,0,0
ghTrFuBC,6918,409,1,6,0,0,0,0,0
p6vO6O8X,6919,409,2,9,0,0,0,1,0
5pX90JQu,6920,409,2,7,0,0,1,0,0
V4q61l30,6921,409,1,7,0,0,0,0,0
oUT3BO3x,6922,409,2,6,1,0,0,0,0
yavHS8be,6923,409,1,6,0,0,0,0,0
XeVJ00DP,6924,409,1,6,0,0,0,0,0
zO2FugqI,6925,409,1,8,0,0,0,0,0
CYysBPgI,6926,409,1,6,0,0,0,0,0
GaU57uaw,6927,409,1,10,0,0,0,0,0
uw3gPMLS,6928,409,3,16,1,0,1,0,0
V10yrtcr,6929,409,1,6,0,0,0,0,0
kRBUFwz7,6930,409,1,7,0,0,0,0,0
egoZzg8y,6931,409,1,6,0,0,0,0,0
qG9sMAIl,6932,409,1,6,0,0,0,0,0
QIz3eWZr,6933,409,3,10,0,2,0,0,0
AXuOD8Ii,6934,409,1,6,0,0,0,0,0
d994PnpY,6935,409,2,7,1,0,0,0,0
di1Ay7hb,6936,409,1,7,0,0,0,0,0
kLJGGsHm,6937,409,1,6,0,0,0,0,0
eZcysgCu,6938,409,2,7,0,1,0,0,0
dH2MfL1A,6939,409,1,6,0,0,0,0,0
8pfmVyzA,6940,409,1,6,0,0,0,0,0
S78JBGv0,6941,409,1,6,0,0,0,0,0
mes4xnAp,6942,409,1,9,0,0,0,0,0
qNY56XSK,6943,409,0,0,0,0,0,0,0
Rv1iQO3O,6944,409,3,12,0,0,2,0,0
52WC8Q05,6945,409,3,12,0,0,2,0,0
i2qjAzhY,6946,409,1,0,0,0,0,0,0
hYliVeeT,6947,409,5,19,2,0,1,0,1
MlNyeIwN,6948,409,2,7,0,1,0,0,0
Wioc3DDY,6949,409,27,71,4,7,7,5,3
EeRWs7hA,6950,409,2,7,0,1,0,0,0
wiMbvZqw,6951,409,2,21,1,0,0,0,0
Pi9GmsZb,6952,409,1,10,0,0,0,0,0
LeUzE0Y0,6953,409,41,259,8,2,16,4,10
3aBEs1Zj,6954,409,2,7,0,1,0,0,0
HQNtvZER,6955,409,17,87,2,0,6,4,4
KlEyrAA0,6956,409,1,6,0,0,0,0,0
z0jpvdx7,6957,409,23,75,2,2,13,0,5
BwftPd53,6958,409,2,8,0,0,1,0,0
YPuvBOUe,6959,409,20,120,1,1,10,4,3
eaWnqNJK,6960,409,1,6,0,0,0,0,0
vKuaBx2y,6961,409,1,7,0,0,0,0,0
MdShD23r,6962,409,1,6,0,0,0,0,0
SnEfUOen,6963,409,2,6,0,0,1,0,0
mwSTo9OF,6964,409,1,6,0,0,0,0,0
IGTFnpyT,6965,409,2,10,0,0,1,0,0
yrpxBFwW,6966,409,1,6,0,0,0,0,0
au9IFx2J,6967,409,1,7,0,0,0,0,0
N78fGX5D,6968,409,1,6,0,0,0,0,0
4NfJdImo,6969,409,2,12,0,0,1,0,0
BmoThpo0,6970,409,1,6,0,0,0,0,0
kgjomrw5,6971,409,1,6,0,0,0,0,0
jN3Q70Lb,6972,409,1,6,0,0,0,0,0
mDJsqzjh,6973,409,3,7,1,0,1,0,0
G1vQ5rvP,6974,409,2,13,0,0,1,0,0
aG4J4rWE,6975,409,1,6,0,0,0,0,0
TuM7CSNp,6976,409,1,6,0,0,0,0,0
NbMIHHAF,6977,409,1,6,0,0,0,0,0
fUQJqlKy,6978,409,4,38,0,1,1,1,0
LtZFp5Df,6979,409,1,8,0,0,0,0,0
Nwtt80sk,6980,409,2,15,0,0,1,0,0
Rk9SZC15,6981,409,1,7,0,0,0,0,0
NBCXUVxI,6982,409,3,12,1,0,1,0,0
srqIDO3U,6983,409,1,6,0,0,0,0,0
IgC2E9El,6984,409,1,8,0,0,0,0,0
wG0S4RDm,6985,409,19,43,2,5,8,0,3
eiHBfu4U,6986,409,0,0,0,0,0,0,0
d7t28po1,6987,409,1,6,0,0,0,0,0
6c9SEgNF,6988,409,3,17,0,0,2,0,0
tp5DyKO5,6989,409,1,6,0,0,0,0,0
l5jv0p0q,6990,409,1,6,0,0,0,0,0
WkHcLwTR,6991,409,9,16,4,2,2,0,0
woSS8YwB,6992,409,14,52,1,0,6,3,3
Se1AHTpG,6993,409,1,6,0,0,0,0,0
XHBPcLNp,6994,409,1,6,0,0,0,0,0
ONIzBDLR,6995,409,2,7,0,1,0,0,0
1j3tYlbE,6996,409,1,6,0,0,0,0,0
lCgcfT0G,6997,409,1,6,0,0,0,0,0
vHXo9OXb,6998,409,1,6,0,0,0,0,0
txkwlRLr,6999,409,1,6,0,0,0,0,0
W0xaVnAa,7000,409,3,20,0,0,2,0,0
At9V3rwS,7001,409,1,6,0,0,0,0,0
YgYUtrjM,7002,409,3,8,0,0,2,0,0
mjBmanUA,7003,409,1,6,0,0,0,0,0
x8Y4VjD1,7004,409,1,6,0,0,0,0,0
ujzV9m6s,7005,409,2,15,0,0,0,0,1
W3TfCpFD,7006,409,1,7,0,0,0,0,0
d3v5ZK5m,7007,409,4,25,0,0,3,0,0
hRUMXufn,7008,409,1,7,0,0,0,0,0
OpdPa4cc,7009,409,1,6,0,0,0,0,0
6eknkZ4b,7010,409,6,15,0,0,5,0,0
JmJT4vcK,7011,409,8,30,0,0,5,1,1
LpDodP68,7012,409,5,11,0,4,0,0,0
bEZctx00,7013,409,7,27,0,1,3,2,0
4RHmNhY2,7014,409,4,12,1,0,2,0,0
xIn50reH,7015,409,1,0,0,0,0,0,0
C35k6p6o,7016,409,1,6,0,0,0,0,0
GFMobnuF,7017,409,1,6,0,0,0,0,0
VSYuL63j,7018,409,13,44,2,1,7,1,1
5dqZk5gk,7019,409,2,8,0,0,1,0,0
zSKgSBvs,7020,409,2,14,0,0,1,0,0
ECpyZ8hs,7021,409,3,7,0,1,1,0,0
Caqv6p4i,7022,409,1,6,0,0,0,0,0
nlLTB4Le,7023,409,1,8,0,0,0,0,0
CT6ILZJn,7024,409,2,15,0,0,1,0,0
PVN6rIxA,7025,409,5,16,0,0,0,2,2
IDl4qRcy,7026,409,3,8,0,0,0,2,0
qbJKRR4D,7027,409,1,6,0,0,0,0,0
AVAi8hYK,7028,409,3,3,0,1,0,0,1
ALQCyfJ9,7029,409,3,7,2,0,0,0,0
1m2BvMda,7030,409,1,6,0,0,0,0,0
gPxzqkrd,7031,409,1,7,0,0,0,0,0
m2qbD63e,7032,409,2,7,1,0,0,0,0
ZT5Pk9li,7033,409,20,61,1,4,8,1,5
RHYKG3ic,7034,409,1,4,0,0,0,0,0
O2s0MNqM,7035,409,2,11,0,0,0,1,0
MMvfCAJf,7036,409,1,6,0,0,0,0,0
Etp1C9x8,7037,409,0,0,0,0,0,0,0
19w7cXFA,7038,409,1,6,0,0,0,0,0
dfBlCirq,7039,409,0,0,0,0,0,0,0
pVCp6FIm,7040,409,1,6,0,0,0,0,0
1zIHgBlt,7041,409,2,7,0,0,1,0,0
j17hVeDp,7042,409,5,12,0,1,2,1,0
x1vTJC0I,7043,409,1,6,0,0,0,0,0
lhlGCNnd,7044,409,1,6,0,0,0,0,0
krrC5fdB,7045,409,6,22,1,1,2,0,1
mdUZBTNs,7046,409,1,6,0,0,0,0,0
gSNvWv2d,7047,409,1,6,0,0,0,0,0
6LUaLJs0,7048,409,1,6,0,0,0,0,0
Q2zbh3Fj,7049,409,1,7,0,0,0,0,0
Rpgl25Wk,7050,409,11,32,2,0,5,1,2
ZqcY2Bs5,7051,409,1,6,0,0,0,0,0
hFWUbPMg,7052,409,1,6,0,0,0,0,0
mjXcTDJr,7053,409,1,19,0,0,0,0,0
OaiSnsS2,7054,409,5,9,0,2,2,0,0
xbmgo8WW,7055,409,1,6,0,0,0,0,0
6PMrzw4H,7056,409,5,21,1,0,2,0,1
oRUgSP5y,7057,409,1,7,0,0,0,0,0
6NgW6K00,7058,409,1,15,0,0,0,0,0
gWnU0ocW,7059,409,1,12,0,0,0,0,0
e2I2jAjr,7060,409,5,16,0,2,1,1,0
PP5k0uAZ,7061,409,2,12,0,1,0,0,0
lZEkX5ZD,7062,409,1,6,0,0,0,0,0
fOYv85Lg,7063,409,1,7,0,0,0,0,0
Sbm7KI2L,7064,409,2,12,0,0,1,0,0
q3poGHKo,7065,409,1,6,0,0,0,0,0
7X6gW5U8,7066,409,1,6,0,0,0,0,0
D5NyfG3K,7067,409,1,6,0,0,0,0,0
dI8dgwP0,7068,409,1,6,0,0,0,0,0
oegZuaCF,7069,409,1,6,0,0,0,0,0
kD6CDq4F,7070,409,1,7,0,0,0,0,0
7VVCgWCw,7071,409,1,6,0,0,0,0,0
UCF4yoFc,7072,409,1,7,0,0,0,0,0
iGuJTND3,7073,409,1,6,0,0,0,0,0
GUL1HN5T,7074,409,1,6,0,0,0,0,0
SCBj4aXy,7075,409,2,7,0,0,1,0,0
gh4t9zri,7076,409,1,7,0,0,0,0,0
exvrz2ax,7077,409,2,6,0,0,1,0,0
iRGE2VUq,7078,409,12,45,0,1,8,2,0
MjdbrzCL,7079,409,1,7,0,0,0,0,0
PADmrPqt,7080,409,1,7,0,0,0,0,0
3Ydl9Jig,7081,409,2,6,0,0,0,1,0
wU8zJ8lf,7082,409,3,6,0,0,2,0,0
zeG6KQYL,7083,409,0,0,0,0,0,0,0
tnbrDs7r,7084,409,2,6,0,0,1,0,0
2YUFh4FH,7085,409,2,9,1,0,0,0,0
FS6fPsSL,7086,409,1,6,0,0,0,0,0
iIneudEI,7087,409,1,6,0,0,0,0,0
0R6iFCZT,7088,409,12,65,2,0,4,3,2
YuWXX90d,7089,409,2,8,0,0,0,1,0
KU8l8f0e,7090,409,6,15,2,0,1,0,2
MG7wuWDK,7091,409,1,6,0,0,0,0,0
f5rWXw8s,7092,409,3,21,1,0,0,1,0
0n6t4p5I,7093,409,2,8,0,0,1,0,0
kstGT7UW,7094,409,2,6,1,0,0,0,0
Lzaie0vq,7095,409,1,7,0,0,0,0,0
KQk1AvfE,7096,409,2,6,1,0,0,0,0
Bj1wSgH9,7097,409,3,7,0,2,0,0,0
ZmD3XYMv,7098,409,2,2,0,0,1,0,0
vQSzDDPH,7099,409,2,37,0,0,1,0,0
Q0DiGVEL,7100,409,4,16,0,0,2,1,0
Pezk10MS,7101,409,1,6,0,0,0,0,0
xNxgbQsG,7102,409,1,6,0,0,0,0,0
oyosyeVt,7103,409,1,6,0,0,0,0,0
nr2JwAwk,7104,409,2,10,0,0,1,0,0
s8ST8uYO,7105,409,25,91,7,2,5,3,7
BabPBfK5,7106,409,27,103,3,0,13,6,4
MyctYqmq,7107,409,1,6,0,0,0,0,0
zxHH3hl2,7108,409,1,6,0,0,0,0,0
MjD7d84g,7109,409,2,6,1,0,0,0,0
JAFcS91o,7110,409,1,6,0,0,0,0,0
ZB362J5E,7111,409,1,6,0,0,0,0,0
SnCaBmo3,7112,409,2,12,0,0,1,0,0
zvNYDx3w,7113,409,1,6,0,0,0,0,0
fTzVafQU,7114,409,4,13,0,1,2,0,0
iJG3y6WP,7115,409,1,6,0,0,0,0,0
SmYJJI6N,7116,409,1,6,0,0,0,0,0
AZQqlF6Y,7117,409,8,29,2,1,1,1,2
rNZlIFO1,7118,409,1,6,0,0,0,0,0
w9QHDqKR,7119,409,1,6,0,0,0,0,0
eqBRMnUM,7120,409,2,8,0,0,1,0,0
ErWVPkLj,7121,409,1,6,0,0,0,0,0
J41ziJXl,7122,409,1,6,0,0,0,0,0
OfLze6Qk,7123,409,1,7,0,0,0,0,0
OafbUFah,7124,409,1,7,0,0,0,0,0
4GYa14in,7125,409,2,9,0,0,1,0,0
TtDkx5A4,7126,409,1,6,0,0,0,0,0
CUv3ljut,7127,409,1,8,0,0,0,0,0
mC6BoKww,7128,409,0,0,0,0,0,0,0
HZ1TjD1f,7129,409,1,6,0,0,0,0,0
BfULjbyj,7130,409,6,20,0,0,4,0,1
5AmdnxKe,7131,409,1,13,0,0,0,0,0
abxWYJGI,7132,409,1,6,0,0,0,0,0
xXrirLMD,7133,409,1,6,0,0,0,0,0
IPaGz5he,7134,409,2,6,1,0,0,0,0
JdU81yUP,7135,409,18,76,2,4,8,0,3
sorq7pNw,7136,409,2,17,1,0,0,0,0
CDjaj0Yj,7137,409,1,6,0,0,0,0,0
Pkc2J6ZE,7138,409,4,10,1,1,1,0,0
75Koh5MR,7139,409,1,6,0,0,0,0,0
OX47vdDd,7140,409,2,8,0,0,1,0,0
xYYb1KaU,7141,409,1,6,0,0,0,0,0
iFhneyVm,7142,409,3,17,0,1,0,1,0
55zxf1ls,7143,409,3,21,0,0,1,1,0
mnNfZbbR,7144,409,1,6,0,0,0,0,0
DhYIB48u,7145,409,10,100,1,1,1,1,5
gHzSQxNa,7146,409,1,6,0,0,0,0,0
y8Ajodf0,7147,409,1,7,0,0,0,0,0
YRJx73E7,7148,409,2,8,1,0,0,0,0
jr3sdkda,7149,409,1,6,0,0,0,0,0
GUkBYZbG,7150,409,1,2,0,0,0,0,0
OfLGz2E3,7151,409,5,26,0,0,3,1,0
QQeEXzzL,7152,409,4,20,0,0,1,2,0
MJFHP6ku,7153,409,4,20,1,1,1,0,0
TGMwbCr7,7154,409,1,16,0,0,0,0,0
ZejYanpt,7155,409,1,6,0,0,0,0,0
9TfHW6Bt,7156,409,1,6,0,0,0,0,0
FitadjAD,7157,409,2,12,1,0,0,0,0
YYADmeDc,7158,409,1,8,0,0,0,0,0
P5MLVLQs,7159,409,2,18,0,0,0,1,0
10VxcY8H,7160,409,1,6,0,0,0,0,0
RrIPCI8Q,7161,409,2,10,0,0,1,0,0
7YC2IIgW,7162,409,3,7,1,0,1,0,0
6q3ugpMj,7163,409,1,12,0,0,0,0,0
gllUBfdM,7164,409,1,7,0,0,0,0,0
A7hwSbOi,7165,409,1,6,0,0,0,0,0
u1HmM2uf,7166,409,1,6,0,0,0,0,0
8LUwEjUK,7167,409,6,22,3,0,0,2,0
5F6oKK0h,7168,409,1,9,0,0,0,0,0
8up5HsnS,7169,409,1,6,0,0,0,0,0
RjqIGiqU,7170,409,3,7,1,0,1,0,0
w7EyLqX1,7171,409,1,4,0,0,0,0,0
yKCCR0IY,7172,409,1,6,0,0,0,0,0
1HwJjpk2,7173,409,1,7,0,0,0,0,0
vrpHykCV,7174,409,2,15,0,0,0,1,0
eGfcgsC9,7175,409,2,13,0,0,1,0,0
MrVOS4GX,7176,409,2,11,1,0,0,0,0
soaHVdHr,7177,409,2,36,0,0,1,0,0
WuGVE8oD,7178,409,1,6,0,0,0,0,0
q9vP0iKV,7179,409,2,9,0,0,1,0,0
qkL11Kx1,7180,409,1,6,0,0,0,0,0
SU1klVLI,7181,409,3,21,0,0,2,0,0
u3HYDApc,7182,409,1,6,0,0,0,0,0
t0dbR3nc,7183,409,2,14,0,0,1,0,0
RlntYK5o,7184,409,1,6,0,0,0,0,0
9I94ZZx0,7185,409,1,6,0,0,0,0,0
dwSw2wGA,7186,409,1,14,0,0,0,0,0
tXnXbu8N,7187,409,1,6,0,0,0,0,0
xGRfeE8Q,7188,409,3,11,1,0,1,0,0
7zRN83ZE,7189,409,1,6,0,0,0,0,0
YPo2aszg,7190,409,2,8,0,0,1,0,0
Jk0SA3Li,7191,409,2,15,0,0,1,0,0
jmHI7bdd,7192,409,1,6,0,0,0,0,0
WK1yxqse,7193,409,1,7,0,0,0,0,0
uvbb3iCx,7194,409,4,16,1,0,0,0,2
FnTvTXzH,7195,409,1,6,0,0,0,0,0
A90k1VUD,7196,409,1,6,0,0,0,0,0
NffiMt9q,7197,409,8,29,2,0,2,0,3
m3cpyMmI,7198,409,1,7,0,0,0,0,0
L8vej3dl,7199,409,1,6,0,0,0,0,0
g3qBZQju,7200,409,41,65,10,4,10,2,14
qYtM3HUU,7201,409,1,6,0,0,0,0,0
819STb9n,7202,409,1,7,0,0,0,0,0
CAHTVeVI,7203,409,1,7,0,0,0,0,0
yaZhaBHf,7204,409,1,6,0,0,0,0,0
g7YHOyBE,7205,409,2,15,0,0,0,1,0
xG21TVT5,7206,409,1,8,0,0,0,0,0
ZanWEGe9,7207,409,1,6,0,0,0,0,0
YA0sRCWO,7208,409,5,24,0,0,1,2,1
bSshGc6E,7209,409,1,6,0,0,0,0,0
0MeyWCE5,7210,409,1,6,0,0,0,0,0
hpCuD7ou,7211,409,1,6,0,0,0,0,0
mPOfQHD2,7212,409,2,28,0,0,0,0,1
hETOFcz6,7213,409,1,6,0,0,0,0,0
yoQODRpM,7214,409,1,6,0,0,0,0,0
Av7iNcJa,7215,409,1,2,0,0,0,0,0
Y95S5Wn1,7216,409,1,6,0,0,0,0,0
4GPPoVzF,7217,409,1,7,0,0,0,0,0
MgOL1fMc,7218,409,44,166,11,7,11,6,8
Da8Bultb,7219,409,6,20,0,1,3,1,0
NGTUv1AU,7220,409,4,24,1,0,0,1,1
UMRSm3dE,7221,409,1,6,0,0,0,0,0
s8fs2o1R,7222,409,1,6,0,0,0,0,0
bMXdjKg3,7223,409,1,7,0,0,0,0,0
kAlxyJ7S,7224,409,0,0,0,0,0,0,0
7w2KPEK7,7225,409,1,6,0,0,0,0,0
8hZxcCWY,7226,409,1,6,0,0,0,0,0
oy4FFfvU,7227,409,4,31,1,0,0,0,2
1CPMiMlB,7228,409,6,22,1,1,2,1,0
mGx7M6h4,7229,409,1,6,0,0,0,0,0
RSQzQPN1,7230,409,1,6,0,0,0,0,0
DPDSDI7g,7231,409,1,8,0,0,0,0,0
IM8KVLrC,7232,409,2,7,0,1,0,0,0
v6jYK1WA,7233,409,3,15,0,0,2,0,0
9Ify6zQJ,7234,409,2,6,0,0,0,1,0
cChwBvj1,7235,409,5,22,0,0,3,1,0
vqLSx7ic,7236,409,3,20,1,0,1,0,0
aSnftVK3,7237,409,7,27,3,0,1,0,2
h9dfvJq1,7238,409,2,7,0,1,0,0,0
APaOOdkJ,7239,409,4,19,2,0,0,1,0
MuMGLlYm,7240,409,1,6,0,0,0,0,0
60qTsrW4,7241,409,2,9,0,0,0,0,1
Va2OSRqT,7242,409,20,71,5,1,6,3,4
4qMiGbUn,7243,409,20,64,4,0,8,5,2
4tCBCRsg,7244,409,2,8,0,0,1,0,0
Qqm0sNXe,7245,409,2,19,0,0,1,0,0
IzvZkvYp,7246,409,3,9,1,0,1,0,0
LsCu8mAn,7247,409,1,7,0,0,0,0,0
nHDXUEPk,7248,409,3,17,0,1,1,0,0
3sUK4qSj,7249,409,0,0,0,0,0,0,0
zhqhnqJa,7250,409,1,8,0,0,0,0,0
DPkTX6OC,7251,409,2,11,0,0,0,0,1
kfo89sh7,7252,409,1,8,0,0,0,0,0
dmrexjcT,7253,409,2,15,0,0,0,0,1
H9uUTYQT,7254,409,1,6,0,0,0,0,0
p57fXuc2,7255,409,18,79,3,0,5,2,7
EQ5PFYP2,7256,409,11,16,1,0,5,1,3
IGDKOEMZ,7257,409,6,16,0,1,2,1,1
8MET0BAB,7258,409,1,7,0,0,0,0,0
wOmNc7U9,7259,409,1,9,0,0,0,0,0
K1D2Knqf,7260,409,7,18,2,0,2,1,1
Q6OZY7Si,7261,409,6,22,0,1,3,1,0
ie0meGLS,7262,409,1,6,0,0,0,0,0
HseQXBlk,7263,409,5,27,1,0,2,1,0
9nnvvdss,7264,409,1,6,0,0,0,0,0
LiJueDzX,7265,409,0,0,0,0,0,0,0
KlQjvqHK,7266,409,1,6,0,0,0,0,0
1bfF2W8Y,7267,409,1,1,0,0,0,0,0
mDPAzA5O,7268,409,1,6,0,0,0,0,0
1Ts5yiaE,7269,409,1,6,0,0,0,0,0
e9ovqLNQ,7270,409,18,38,3,0,10,2,2
o24YIQ7h,7271,409,1,12,0,0,0,0,0
rkJyAycr,7272,409,2,9,0,0,1,0,0
U5hPn6ZN,7273,409,1,6,0,0,0,0,0
UU3nyU3U,7274,409,4,8,0,2,1,0,0
Tby3KVgP,7275,409,0,0,0,0,0,0,0
30Wr1EvR,7276,409,1,6,0,0,0,0,0
yAZ0gyvo,7277,409,1,8,0,0,0,0,0
75WI8VAp,7278,409,0,0,0,0,0,0,0
D0oUHvVO,7279,409,1,7,0,0,0,0,0
aO2SHBiC,7280,409,1,6,0,0,0,0,0
YkJZ9YnY,7281,409,1,6,0,0,0,0,0
8ciVbT8z,7282,409,1,7,0,0,0,0,0
AdqLTKCY,7283,409,2,7,0,0,1,0,0
fO82XCWJ,7284,409,3,11,1,0,1,0,0
wKHhd4JH,7285,409,1,6,0,0,0,0,0
hCMBI9Qq,7286,409,8,42,3,1,1,1,1
9KWxgnaP,7287,409,1,6,0,0,0,0,0
CC7ZV7GC,7288,409,1,6,0,0,0,0,0
DGlo7gfw,7289,409,1,6,0,0,0,0,0
AjexmFGE,7290,409,1,6,0,0,0,0,0
J2zGU1Ed,7291,409,14,45,2,4,6,1,0
GGq1AUAK,7292,409,1,7,0,0,0,0,0
8jMgFLZl,7293,409,1,6,0,0,0,0,0
ueYjxw7u,7294,409,1,6,0,0,0,0,0
hOUup4b7,7295,409,1,6,0,0,0,0,0
XlRvDYMn,7296,409,8,34,3,0,1,2,1
FfiOWDMF,7297,409,1,6,0,0,0,0,0
JxiOmnwk,7298,409,1,6,0,0,0,0,0
s4BlT0gb,7299,409,1,6,0,0,0,0,0
aexzeU5h,7300,409,8,35,1,1,1,2,2
Y0vUOWE3,7301,409,1,6,0,0,0,0,0
u36957X3,7302,409,1,6,0,0,0,0,0
zLQNRsYY,7303,409,1,6,0,0,0,0,0
uYSxB4AN,7304,409,1,7,0,0,0,0,0
QqvbjbJB,7305,409,1,6,0,0,0,0,0
Pf4mc2Oz,7306,409,1,6,0,0,0,0,0
2GWgcfxK,7307,409,1,6,0,0,0,0,0
SKBlDonx,7308,409,1,6,0,0,0,0,0
GGdIoIWC,7309,409,3,11,1,0,1,0,0
x7NCSBCm,7310,409,1,6,0,0,0,0,0
7ZurONfz,7311,409,1,6,0,0,0,0,0
HTyzt1CK,7312,409,1,6,0,0,0,0,0
oR1zlOwE,7313,409,1,6,0,0,0,0,0
4X0IytVp,7314,409,1,6,0,0,0,0,0
1POFl7fC,7315,409,1,6,0,0,0,0,0
3qMebMcW,7316,409,1,9,0,0,0,0,0
Dm6wzK1Y,7317,409,6,11,3,0,1,0,1
vhYWf9ha,7318,409,1,6,0,0,0,0,0
pkdtO1rY,7319,409,1,6,0,0,0,0,0
v5nUUiP5,7320,409,1,6,0,0,0,0,0
SNKNjV3K,7321,409,2,6,1,0,0,0,0
yqJ5nqzP,7322,409,1,6,0,0,0,0,0
nKrMZ0e1,7323,409,4,16,1,1,0,0,1
v5OXXPoc,7324,409,1,6,0,0,0,0,0
FRiQdK9p,7325,409,1,6,0,0,0,0,0
wijs39uo,7326,409,6,15,0,1,3,1,0
