user,user2int,lec,#runs,#actions,~5,5~10,10~30,30~60,60~
EjV5T1cU,1,409,1,7,0,0,0,0,0
8YsGBsNy,2,409,2,10,0,0,1,0,0
ux19Kbo7,3,409,1,6,0,0,0,0,0
AlIXKbUh,4,409,1,9,0,0,0,0,0
DxeWgINu,5,409,1,6,0,0,0,0,0
gMKbjsx9,6,409,4,6,2,0,1,0,0
uUmChl7x,7,409,4,24,0,1,2,0,0
tyWPpnu7,8,409,1,6,0,0,0,0,0
fQ9JLvja,9,409,2,12,0,1,0,0,0
QsXkpBha,10,409,3,11,0,1,1,0,0
w1Y7jsYz,11,409,1,6,0,0,0,0,0
q3O3w4tg,12,409,3,22,1,0,0,1,0
8tiBPj9F,13,409,5,11,0,0,3,0,1
W7CEpMvL,14,409,1,6,0,0,0,0,0
gRW3cK57,15,409,1,6,0,0,0,0,0
vTuiEO9K,16,409,7,51,0,0,1,1,4
MPTPo2pa,17,409,4,12,0,0,3,0,0
Yy6Pkpin,18,409,3,7,0,2,0,0,0
BEwHg5te,19,409,32,81,3,2,16,5,5
47e7f0pa,20,409,1,6,0,0,0,0,0
OUMKvehe,21,409,6,15,0,2,3,0,0
W7GDOYE9,22,409,1,6,0,0,0,0,0
TraKzV4V,23,409,1,6,0,0,0,0,0
ChqF5cE5,24,409,2,6,0,0,1,0,0
W6RUPckF,25,409,4,14,0,0,3,0,0
Eit3bm1O,26,409,2,7,0,0,1,0,0
rAI67e2S,27,409,1,8,0,0,0,0,0
XuVccfhS,28,409,6,24,0,3,2,0,0
kENTzgSd,29,409,2,16,0,0,0,1,0
RDigXztr,30,409,1,6,0,0,0,0,0
sYTvoED7,31,409,2,8,0,1,0,0,0
8X5ySXLW,32,409,1,6,0,0,0,0,0
Dy9yap7d,33,409,1,6,0,0,0,0,0
M92ysI9i,34,409,1,6,0,0,0,0,0
fCwNE510,35,409,1,5,0,0,0,0,0
N9kkQ187,36,409,1,6,0,0,0,0,0
EROP2tM7,37,409,3,8,0,0,2,0,0
s9LbVd8I,38,409,0,0,0,0,0,0,0
oL1JEP1w,39,409,2,7,0,1,0,0,0
Spg2n5H6,40,409,7,38,0,0,2,2,2
MAEKpzO7,41,409,1,6,0,0,0,0,0
0pBn7rri,42,409,1,6,0,0,0,0,0
XfpKkJwU,43,409,4,8,0,2,1,0,0
QI5Ud5vX,44,409,1,7,0,0,0,0,0
2J5UPpKm,45,409,1,6,0,0,0,0,0
4Q4dnAE9,46,409,1,6,0,0,0,0,0
pO46ptWh,47,409,1,6,0,0,0,0,0
8PEGM3AI,48,409,1,6,0,0,0,0,0
ASnwrbqm,49,409,2,7,0,0,1,0,0
i8sSEVtO,50,409,1,6,0,0,0,0,0
pwMwvV68,51,409,4,24,0,0,3,0,0
sZzsCpAz,52,409,1,6,0,0,0,0,0
Fe8jt7Kn,53,409,1,8,0,0,0,0,0
ruwNiInG,54,409,1,6,0,0,0,0,0
uiYEDaJq,55,409,1,6,0,0,0,0,0
Tq64lWyP,56,409,1,6,0,0,0,0,0
EHXK1umb,57,409,1,6,0,0,0,0,0
Jq032wxn,58,409,6,24,0,0,3,1,1
EvUnSBKm,59,409,2,6,0,0,1,0,0
XflpcaQC,60,409,2,7,0,0,1,0,0
lUpvwdyt,61,409,2,6,1,0,0,0,0
lXoATX1P,62,409,3,7,2,0,0,0,0
ORZbRZTT,63,409,1,6,0,0,0,0,0
bk0rcFql,64,409,6,14,1,2,2,0,0
GYLKwCyS,65,409,1,6,0,0,0,0,0
vVwN7acq,66,409,1,6,0,0,0,0,0
ZvM4MIfv,67,409,1,13,0,0,0,0,0
bejEXtuC,68,409,16,32,5,2,4,3,1
f7IX0uSF,69,409,7,21,0,1,5,0,0
E8nA3mLR,70,409,1,6,0,0,0,0,0
i5bcGxsq,71,409,6,16,0,0,5,0,0
LD4JdLA7,72,409,2,6,1,0,0,0,0
Y49AjhRS,73,409,2,7,0,1,0,0,0
sF83MGX2,74,409,1,7,0,0,0,0,0
MJ2XgcFD,75,409,14,43,0,4,6,2,1
xiZfahRu,76,409,15,29,2,4,3,3,2
SVZEPdmg,77,409,1,8,0,0,0,0,0
fSjO8YgI,78,409,5,39,0,0,2,0,2
uAY6tEYG,79,409,1,6,0,0,0,0,0
qyvaPXHd,80,409,1,9,0,0,0,0,0
GnBvMdZh,81,409,2,10,1,0,0,0,0
IMObh6V2,82,409,2,7,1,0,0,0,0
WKZHySo9,83,409,9,36,1,0,5,2,0
KoMa2VbP,84,409,2,13,0,0,0,1,0
PfP9w6xG,85,409,2,17,0,0,1,0,0
bQPsevHY,86,409,2,2,0,1,0,0,0
uRXLl6DB,87,409,1,6,0,0,0,0,0
F8nl8F77,88,409,28,79,8,6,10,3,0
ekMB5jEo,89,409,16,69,5,0,5,1,4
iD4C4Dbl,90,409,0,0,0,0,0,0,0
DikfVPpO,91,409,1,3,0,0,0,0,0
piaNetmC,92,409,5,20,1,0,2,1,0
i9Ao41cJ,93,409,6,29,2,0,2,1,0
cj2ozQvX,94,409,1,7,0,0,0,0,0
3xAwwyUw,95,409,0,0,0,0,0,0,0
twM3LLD7,96,409,1,6,0,0,0,0,0
axYU8utp,97,409,2,6,0,0,1,0,0
rSH5yoYQ,98,409,1,6,0,0,0,0,0
TjgKGOew,99,409,14,18,2,3,5,3,0
XODkQoEt,100,409,15,49,0,2,9,2,1
nvKJus7D,101,409,1,7,0,0,0,0,0
R6G6nFkH,102,409,2,8,0,0,1,0,0
AJ9PCwVA,103,409,3,9,0,1,1,0,0
c0D4LIeF,104,409,0,7,0,0,0,0,0
y0cvt1rF,105,409,1,5,0,0,0,0,0
JkLm54dQ,106,409,1,6,0,0,0,0,0
VyOnMQSv,107,409,20,51,3,2,9,3,2
BD0lkRuQ,108,409,1,6,0,0,0,0,0
plxI3Tlz,109,409,1,6,0,0,0,0,0
UCqjNOnF,110,409,1,6,0,0,0,0,0
JyildWVg,111,409,4,21,0,0,3,0,0
ocH8srH4,112,409,2,25,0,0,0,0,1
xHN3LJ7S,113,409,7,29,1,0,3,1,1
PVmIe8Dp,114,409,1,14,0,0,0,0,0
4PRp6129,115,409,1,6,0,0,0,0,0
9VXCWmzR,116,409,3,14,0,0,2,0,0
gKzphys2,117,409,2,14,0,0,1,0,0
n1FYrR9x,118,409,1,11,0,0,0,0,0
hxFE2sVz,119,409,2,7,0,0,1,0,0
nh7Tifzs,120,409,0,0,0,0,0,0,0
qEXBcrpC,121,409,1,6,0,0,0,0,0
S4925FBI,122,409,9,42,2,0,4,2,0
4xWUVhFs,123,409,1,6,0,0,0,0,0
mzKY7eGc,124,409,3,17,0,0,1,1,0
kswVvfJk,125,409,2,11,1,0,0,0,0
xNTL63Tz,126,409,41,124,7,9,18,3,3
OYg7HfqW,127,409,1,7,0,0,0,0,0
EL18S46T,128,409,4,23,0,0,3,0,0
ETOLjLgE,129,409,1,6,0,0,0,0,0
tmzDSw5O,130,409,1,7,0,0,0,0,0
eREEQIEU,131,409,4,14,1,0,1,1,0
pYqEexnP,132,409,1,6,0,0,0,0,0
w4fatzRl,133,409,2,19,0,0,1,0,0
bZpZ6SVY,134,409,4,13,0,2,1,0,0
ziDeMEaz,135,409,7,18,1,2,2,1,0
PrYLZKDx,136,409,1,6,0,0,0,0,0
HaP5dBHB,137,409,2,17,0,1,0,0,0
bG0JZLrH,138,409,1,17,0,0,0,0,0
3VebWF9h,139,409,2,7,1,0,0,0,0
4XJshrWN,140,409,6,23,1,2,2,0,0
CuZzccCi,141,409,5,14,0,1,3,0,0
s7aXQDDA,142,409,1,7,0,0,0,0,0
PQlmDYva,143,409,8,22,2,0,2,1,2
MKtk0Fov,144,409,1,6,0,0,0,0,0
m1UCdaSk,145,409,5,20,0,0,4,0,0
lcvzYqwK,146,409,1,6,0,0,0,0,0
zYmSLEc8,147,409,2,9,1,0,0,0,0
dM9aV4lv,148,409,7,19,1,1,3,1,0
nPIacMxq,149,409,1,6,0,0,0,0,0
aQDz8bs6,150,409,1,6,0,0,0,0,0
SBBWvphK,151,409,1,6,0,0,0,0,0
DaVpIPgq,152,409,1,7,0,0,0,0,0
kKdGgKk8,153,409,12,43,1,1,6,3,0
woC6VyOd,154,409,1,7,0,0,0,0,0
wPF0qWqP,155,409,2,12,0,0,0,0,1
c3ZbUV2M,156,409,1,6,0,0,0,0,0
whh36XFT,157,409,1,6,0,0,0,0,0
oLqBGfBO,158,409,1,7,0,0,0,0,0
75GZHP1m,159,409,1,6,0,0,0,0,0
HA0MNTDt,160,409,1,7,0,0,0,0,0
kQZ2E38v,161,409,1,6,0,0,0,0,0
oOViyT3j,162,409,1,7,0,0,0,0,0
NwHOzAGb,163,409,1,6,0,0,0,0,0
kJCldkhI,164,409,2,17,0,1,0,0,0
I1najWjX,165,409,1,6,0,0,0,0,0
IGQ4Xn7j,166,409,1,7,0,0,0,0,0
mkLf8n9N,167,409,1,6,0,0,0,0,0
FkvkSzJ8,168,409,1,6,0,0,0,0,0
6s8iDXyk,169,409,1,6,0,0,0,0,0
CIjrcY4I,170,409,2,6,1,0,0,0,0
XD5QMw9H,171,409,2,11,0,0,0,0,1
tL38jdew,172,409,1,11,0,0,0,0,0
wbrGkQ4e,173,409,3,10,0,0,2,0,0
67mIlQj7,174,409,1,6,0,0,0,0,0
zYhGKL8C,175,409,1,6,0,0,0,0,0
JoaCqJM5,176,409,1,7,0,0,0,0,0
pQop2uv8,177,409,1,6,0,0,0,0,0
VqgKVIjb,178,409,1,6,0,0,0,0,0
n6T0ZYCV,179,409,1,6,0,0,0,0,0
K6nVF9JG,180,409,1,6,0,0,0,0,0
erURCgB5,181,409,1,6,0,0,0,0,0
56Co4Rlg,182,409,1,6,0,0,0,0,0
zMVnQP3p,183,409,3,7,0,2,0,0,0
RHjJrIaq,184,409,1,7,0,0,0,0,0
nzvm1TZt,185,409,1,6,0,0,0,0,0
RfXbC5Ho,186,409,2,8,0,0,1,0,0
CLIo1ZLv,187,409,1,6,0,0,0,0,0
z9BSMBw4,188,409,1,7,0,0,0,0,0
cpS1fTG7,189,409,1,7,0,0,0,0,0
IHEEpo64,190,409,1,6,0,0,0,0,0
05wHxL0K,191,409,1,6,0,0,0,0,0
sTjDvY8a,192,409,1,6,0,0,0,0,0
iyxRfwZu,193,409,1,9,0,0,0,0,0
5qvoKdx0,194,409,1,6,0,0,0,0,0
BvrDjc5O,195,409,1,6,0,0,0,0,0
sEDGqTJd,196,409,1,6,0,0,0,0,0
HPRNQv92,197,409,2,6,0,0,1,0,0
vuXMqArw,198,409,3,9,1,1,0,0,0
z5bVUEYI,199,409,1,6,0,0,0,0,0
SwFogXEY,200,409,1,6,0,0,0,0,0
2gGNlL0D,201,409,10,26,1,2,5,1,0
18wr4nux,202,409,1,6,0,0,0,0,0
Z3cElbce,203,409,1,6,0,0,0,0,0
4yFkIrLb,204,409,2,7,1,0,0,0,0
WkMwFML1,205,409,1,6,0,0,0,0,0
un608156,206,409,1,6,0,0,0,0,0
qIwMOYNL,207,409,4,23,0,0,2,1,0
7qh3tE3n,208,409,3,6,0,2,0,0,0
5YSH0apn,209,409,5,13,1,2,1,0,0
MxO8N1RV,210,409,1,6,0,0,0,0,0
5xC32tjR,211,409,1,9,0,0,0,0,0
nNOmwNjq,212,409,1,6,0,0,0,0,0
R6PYpx0a,213,409,1,7,0,0,0,0,0
yb1YHZXu,214,409,3,7,1,0,0,1,0
TfIXKhPv,215,409,1,6,0,0,0,0,0
gI1wyWdQ,216,409,1,6,0,0,0,0,0
dw4mfAtR,217,409,2,7,0,1,0,0,0
rivqvePT,218,409,3,8,0,2,0,0,0
2MBxwzQg,219,409,1,6,0,0,0,0,0
Zf2gyAYu,220,409,1,9,0,0,0,0,0
391qrkge,221,409,2,8,0,1,0,0,0
VaP66UaK,222,409,1,8,0,0,0,0,0
wHpHgk39,223,409,2,6,0,1,0,0,0
bhckLtqo,224,409,1,6,0,0,0,0,0
D54pKYxV,225,409,4,12,1,0,2,0,0
SIqEhjFK,226,409,2,9,0,0,1,0,0
abYYmThG,227,409,2,6,1,0,0,0,0
x9faTFsW,228,409,1,7,0,0,0,0,0
aC37FttI,229,409,1,6,0,0,0,0,0
bT1F5LSE,230,409,1,2,0,0,0,0,0
7rBiJTeI,231,409,2,14,0,1,0,0,0
Au7acmVw,232,409,8,36,1,2,2,2,0
w62oS2Wz,233,409,1,6,0,0,0,0,0
bhdFDfzB,234,409,2,7,0,1,0,0,0
Bvt5B1GV,235,409,2,11,0,0,1,0,0
F09jIBO1,236,409,1,6,0,0,0,0,0
0tcJNl6C,237,409,2,10,0,1,0,0,0
MUwgvVYB,238,409,1,6,0,0,0,0,0
euO7igR7,239,409,2,7,0,1,0,0,0
jkN3WvzT,240,409,1,6,0,0,0,0,0
BtFp8OWx,241,409,1,7,0,0,0,0,0
Zhz8AMWE,242,409,1,8,0,0,0,0,0
loLjUqkd,243,409,2,11,1,0,0,0,0
xGbL3Bag,244,409,1,6,0,0,0,0,0
uKjBFUsZ,245,409,4,13,0,1,2,0,0
mkOgGvlp,246,409,1,6,0,0,0,0,0
DLbQnuTc,247,409,1,6,0,0,0,0,0
1K88Ry75,248,409,1,6,0,0,0,0,0
LftOrkrK,249,409,1,6,0,0,0,0,0
n7MTGEFT,250,409,1,6,0,0,0,0,0
05x4Iccu,251,409,7,37,1,0,3,1,1
iCzRMQ8c,252,409,1,6,0,0,0,0,0
ldX8ugH6,253,409,6,24,0,1,3,1,0
h8koucai,254,409,1,6,0,0,0,0,0
plILr2c5,255,409,1,6,0,0,0,0,0
SkJBU7Iq,256,409,1,6,0,0,0,0,0
ZCZAam7z,257,409,3,12,1,0,1,0,0
AuaijpYp,258,409,1,6,0,0,0,0,0
EptAixyl,259,409,0,0,0,0,0,0,0
hMTxENDO,260,409,1,6,0,0,0,0,0
wnMWxOui,261,409,5,11,0,1,3,0,0
tSzgyMid,262,409,1,7,0,0,0,0,0
W4LrR3g8,263,409,1,6,0,0,0,0,0
oeiGTDJy,264,409,1,6,0,0,0,0,0
wrfhEKVK,265,409,2,7,0,0,1,0,0
267u6TgA,266,409,2,8,0,1,0,0,0
b3fl6OEv,267,409,2,7,0,1,0,0,0
dQ33x2cq,268,409,2,8,0,1,0,0,0
it4TLxB0,269,409,1,6,0,0,0,0,0
iChqtTFg,270,409,6,13,2,1,2,0,0
wKKnjzJU,271,409,11,21,4,0,4,2,0
MUaOcVcV,272,409,5,18,0,0,3,1,0
GAGvGXf0,273,409,1,9,0,0,0,0,0
wYBikkUx,274,409,2,8,0,1,0,0,0
WhdR7KQl,275,409,1,6,0,0,0,0,0
RON7IYDV,276,409,2,8,1,0,0,0,0
BKtN04rs,277,409,1,6,0,0,0,0,0
JdatfRj5,278,409,1,6,0,0,0,0,0
begvAZTA,279,409,1,13,0,0,0,0,0
ZsQpvx4M,280,409,1,6,0,0,0,0,0
7TGBDFe2,281,409,3,8,0,0,2,0,0
gXuNuvAW,282,409,16,30,6,2,6,0,1
Mjp0aN1m,283,409,1,6,0,0,0,0,0
JI0dfAsR,284,409,1,7,0,0,0,0,0
verKNvTO,285,409,1,12,0,0,0,0,0
I96BKH41,286,409,3,15,0,0,1,0,1
xBOF6LZt,287,409,3,9,1,1,0,0,0
Lu20JBxI,288,409,1,12,0,0,0,0,0
RWua74wm,289,409,1,7,0,0,0,0,0
KtkkYz45,290,409,8,50,0,0,4,3,0
8bVpTcgo,291,409,2,7,0,0,1,0,0
OJKJIF1Q,292,409,1,6,0,0,0,0,0
RY6e9gU6,293,409,1,6,0,0,0,0,0
AJ6OpJGn,294,409,7,16,2,0,4,0,0
KgbSMDef,295,409,7,22,1,0,3,2,0
na2lTC50,296,409,2,7,0,1,0,0,0
zDa5kvZf,297,409,1,6,0,0,0,0,0
wesYOw9k,298,409,1,6,0,0,0,0,0
NTw4KSR1,299,409,3,22,0,0,1,1,0
XXVAZbZS,300,409,3,7,0,1,1,0,0
tLwqDbEL,301,409,13,28,3,2,6,1,0
BZYFMQ0Y,302,409,7,17,0,1,4,1,0
VKKO7T0q,303,409,1,6,0,0,0,0,0
Ffh54y65,304,409,1,6,0,0,0,0,0
huTfJfLO,305,409,3,15,1,0,0,1,0
bceq5L4e,306,409,1,6,0,0,0,0,0
9FQvClB0,307,409,1,6,0,0,0,0,0
E9OJMpu8,308,409,1,6,0,0,0,0,0
xmT4qNjO,309,409,7,22,2,2,2,0,0
Tm7huJtj,310,409,1,11,0,0,0,0,0
GW305wge,311,409,1,9,0,0,0,0,0
MzAS47kf,312,409,1,6,0,0,0,0,0
C1wKgalS,313,409,2,7,0,0,1,0,0
3I4PTTXY,314,409,1,7,0,0,0,0,0
fMxqXy4N,315,409,1,8,0,0,0,0,0
0TOlw0pG,316,409,1,6,0,0,0,0,0
fkuqf181,317,409,1,6,0,0,0,0,0
iRUkfqAY,318,409,5,35,0,1,1,2,0
XkQ5lsIc,319,409,5,19,0,0,3,1,0
7hQ0jSRj,320,409,1,6,0,0,0,0,0
sm9Y41Op,321,409,17,45,4,1,9,1,1
bdUfersR,322,409,5,21,1,0,2,1,0
dtVXVDgD,323,409,8,15,1,2,4,0,0
wObTSSC4,324,409,1,6,0,0,0,0,0
Efzt75H0,325,409,1,11,0,0,0,0,0
jm47k0Cc,326,409,1,6,0,0,0,0,0
9pCR5Nsk,327,409,1,6,0,0,0,0,0
YZzGh506,328,409,1,6,0,0,0,0,0
sKNbYXXV,329,409,19,39,5,3,7,3,0
ppq8BLyo,330,409,10,39,1,0,7,1,0
EcpssOHn,331,409,2,7,0,1,0,0,0
rGqC3KGI,332,409,9,27,1,1,6,0,0
YDLHErfm,333,409,2,6,0,0,1,0,0
DLRLh3Q9,334,409,7,16,1,1,2,2,0
9mU7qHIk,335,409,1,6,0,0,0,0,0
q7dIds2X,336,409,1,6,0,0,0,0,0
y3FqNhJk,337,409,12,26,1,2,4,3,1
zi4GCvRl,338,409,1,6,0,0,0,0,0
0JIOcrVU,339,409,1,7,0,0,0,0,0
CpHtPjnG,340,409,1,8,0,0,0,0,0
UVAC5Cls,341,409,1,7,0,0,0,0,0
bsBA2A6w,342,409,2,7,0,0,1,0,0
7QjESZhv,343,409,1,6,0,0,0,0,0
4cxJ1w4A,344,409,9,30,2,1,2,2,1
yjg3nlzN,345,409,3,11,0,1,1,0,0
6taHS44L,346,409,1,6,0,0,0,0,0
KEZ8HQgm,347,409,1,6,0,0,0,0,0
hKWrdQK5,348,409,4,29,0,0,2,0,1
uJRPeli0,349,409,1,6,0,0,0,0,0
gdTpGimr,350,409,1,7,0,0,0,0,0
PeGw1HLm,351,409,2,8,0,0,1,0,0
PFRiOiI5,352,409,1,6,0,0,0,0,0
qSNu4lk7,353,409,1,6,0,0,0,0,0
Js3wNnML,354,409,1,7,0,0,0,0,0
vDX9yNfM,355,409,6,30,0,1,2,0,2
EBUrF0wh,356,409,1,6,0,0,0,0,0
zWW5OIxb,357,409,22,72,5,7,6,3,0
sh8vSih3,358,409,2,8,0,0,1,0,0
HBOG4pH2,359,409,1,6,0,0,0,0,0
ldL8Z70b,360,409,1,6,0,0,0,0,0
wjIly610,361,409,2,6,1,0,0,0,0
cufnxXPk,362,409,1,6,0,0,0,0,0
dOhPE26S,363,409,2,8,0,0,1,0,0
ilvfuROY,364,409,1,7,0,0,0,0,0
S22H1XSK,365,409,6,37,2,0,2,0,1
g7FZHNeb,366,409,1,7,0,0,0,0,0
sw8TolOq,367,409,1,12,0,0,0,0,0
gs72P2Al,368,409,5,13,0,0,2,1,1
ArL0igzr,369,409,2,10,0,0,1,0,0
4CzcVm0P,370,409,1,6,0,0,0,0,0
OYTIlRFS,371,409,1,6,0,0,0,0,0
XW14Bf8s,372,409,4,17,1,0,2,0,0
IkSllIgj,373,409,1,7,0,0,0,0,0
I2Pwh1LE,374,409,1,10,0,0,0,0,0
SRa2A3wR,375,409,3,10,1,0,1,0,0
GytbhYX9,376,409,1,6,0,0,0,0,0
oOzY7Yfr,377,409,1,6,0,0,0,0,0
sDjOqnIg,378,409,2,10,0,0,1,0,0
oE4PL5Wc,379,409,7,21,2,1,3,0,0
Gt51E3zj,380,409,1,6,0,0,0,0,0
RY1H0jyh,381,409,52,86,13,9,24,4,1
JloqOpgl,382,409,1,6,0,0,0,0,0
L1IGThMl,383,409,10,50,2,1,0,6,0
RTrHJY1I,384,409,4,16,2,0,1,0,0
KrIzf6bk,385,409,1,6,0,0,0,0,0
60r9z9ST,386,409,7,24,0,0,3,1,2
NlUaBWSx,387,409,1,6,0,0,0,0,0
8f6NoHCm,388,409,9,29,0,0,6,2,0
32gW2C1q,389,409,3,7,1,0,1,0,0
FGF3EgLx,390,409,1,6,0,0,0,0,0
Ebm648Ur,391,409,1,6,0,0,0,0,0
iDMyjSuA,392,409,1,17,0,0,0,0,0
A8PK44io,393,409,3,18,1,0,0,1,0
YuLBZ2Fu,394,409,3,24,0,0,2,0,0
zUMno3qw,395,409,2,17,0,0,1,0,0
rbO1DTjF,396,409,1,6,0,0,0,0,0
K5ZN5ePy,397,409,3,10,2,0,0,0,0
mB3mkVPB,398,409,1,6,0,0,0,0,0
gktxg1BX,399,409,1,21,0,0,0,0,0
9RCowjWj,400,409,1,13,0,0,0,0,0
JCZUnFIv,401,409,1,11,0,0,0,0,0
wDQl9sVI,402,409,2,7,1,0,0,0,0
I0nb3SoZ,403,409,1,7,0,0,0,0,0
Q8CGOwGV,404,409,1,6,0,0,0,0,0
iyvWegBC,405,409,4,12,1,0,2,0,0
AKBdtJz7,406,409,2,9,0,0,1,0,0
aDTLMmxz,407,409,14,27,3,0,7,3,0
3fiTl2H1,408,409,1,6,0,0,0,0,0
dLIksLb5,409,409,1,6,0,0,0,0,0
DpbDCwoG,410,409,6,11,1,1,3,0,0
1OYHXXVj,411,409,1,6,0,0,0,0,0
t2RXLsP6,412,409,1,6,0,0,0,0,0
O6uI8KFr,413,409,2,18,0,0,1,0,0
0rx3SNiy,414,409,4,7,1,1,0,0,1
QoxAoLNV,415,409,1,3,0,0,0,0,0
QF47j0ty,416,409,1,6,0,0,0,0,0
SyGugkF6,417,409,1,6,0,0,0,0,0
9pcG8kwX,418,409,1,5,0,0,0,0,0
IetEfGxf,419,409,3,39,1,0,0,0,1
N0CiHmiR,420,409,2,14,1,0,0,0,0
U2o16h4Y,421,409,1,12,0,0,0,0,0
IVhfGm0G,422,409,13,30,4,4,2,1,1
g2d96Fbh,423,409,3,24,1,0,1,0,0
Sgw92AOw,424,409,1,9,0,0,0,0,0
0ReAUYxT,425,409,9,22,6,0,2,0,0
zHx7zL2B,426,409,1,6,0,0,0,0,0
kpEv5jud,427,409,16,60,6,1,1,2,5
8US4oUWC,428,409,1,6,0,0,0,0,0
Cc4LdhHw,429,409,1,6,0,0,0,0,0
GPCaP20V,430,409,1,7,0,0,0,0,0
Jaj1HLci,431,409,2,6,1,0,0,0,0
jgu1fhSz,432,409,1,7,0,0,0,0,0
oos9Qpm1,433,409,1,14,0,0,0,0,0
VYRULKwn,434,409,11,20,0,2,8,0,0
pofh9l0s,435,409,2,8,0,1,0,0,0
IniVLIlG,436,409,1,7,0,0,0,0,0
fgM6ltDn,437,409,1,6,0,0,0,0,0
5sV3AmiT,438,409,2,10,1,0,0,0,0
0A0AZPHU,439,409,2,7,1,0,0,0,0
ONwFwqNx,440,409,1,6,0,0,0,0,0
zYeRw91L,441,409,1,6,0,0,0,0,0
4PpfCHql,442,409,2,6,1,0,0,0,0
74jjdD2P,443,409,2,7,0,0,1,0,0
PV8lUdo9,444,409,4,21,0,0,3,0,0
MvkYtNIq,445,409,2,12,1,0,0,0,0
9MKt0npO,446,409,1,6,0,0,0,0,0
Fwnd6c0y,447,409,4,7,2,1,0,0,0
YqljxAqa,448,409,1,8,0,0,0,0,0
vV7Kkgus,449,409,2,10,0,1,0,0,0
cTxflzMe,450,409,1,6,0,0,0,0,0
ydGSxxjF,451,409,1,7,0,0,0,0,0
g7UJB1HI,452,409,2,6,1,0,0,0,0
JTiCouaL,453,409,3,19,2,0,0,0,0
ERJZXK0N,454,409,1,6,0,0,0,0,0
WfbxNyJF,455,409,1,6,0,0,0,0,0
LugRX0gj,456,409,3,7,1,0,1,0,0
bITT3AVx,457,409,2,17,0,0,0,0,1
uQWoRqqh,458,409,2,8,0,0,1,0,0
k79fkh77,459,409,2,10,0,0,1,0,0
MBetSwSd,460,409,1,7,0,0,0,0,0
TiBncFCY,461,409,2,7,0,0,1,0,0
iywVQPaX,462,409,1,6,0,0,0,0,0
dnJFtRPV,463,409,2,6,1,0,0,0,0
HRUmaVxo,464,409,1,6,0,0,0,0,0
LbawOY3M,465,409,1,7,0,0,0,0,0
I2Q7kTZX,466,409,2,8,0,0,1,0,0
ZprfIJiX,467,409,1,6,0,0,0,0,0
uZXLtUtj,468,409,2,8,0,0,1,0,0
uDP2eBwV,469,409,2,9,0,1,0,0,0
4jyJ5wpB,470,409,1,6,0,0,0,0,0
fm2zd6YR,471,409,1,6,0,0,0,0,0
IKXJFJFH,472,409,9,36,3,0,3,0,2
FnENId6a,473,409,2,9,0,1,0,0,0
yeJEvoMp,474,409,1,6,0,0,0,0,0
GQdN3Dms,475,409,1,6,0,0,0,0,0
pQfPAl47,476,409,1,6,0,0,0,0,0
dKCmvyv3,477,409,1,6,0,0,0,0,0
kMsxQP7I,478,409,1,6,0,0,0,0,0
01n8qqpL,479,409,1,6,0,0,0,0,0
u7HQQ2r9,480,409,2,7,0,0,1,0,0
JNv0EDlV,481,409,1,6,0,0,0,0,0
Hdmron0K,482,409,1,9,0,0,0,0,0
fWVoPIhH,483,409,1,6,0,0,0,0,0
0FxE0kjU,484,409,3,15,1,0,0,1,0
n8Klw9Gl,485,409,1,6,0,0,0,0,0
s4AtbUP1,486,409,1,8,0,0,0,0,0
Wb62BNqH,487,409,4,14,2,0,0,0,1
FER2CE9j,488,409,2,7,0,1,0,0,0
VOKZbkuz,489,409,1,7,0,0,0,0,0
tLxuwEAV,490,409,4,16,0,0,3,0,0
JqjXS03A,491,409,4,12,0,1,2,0,0
QD0bY0KG,492,409,14,54,1,5,6,1,0
7vZtvYFm,493,409,2,15,1,0,0,0,0
8GrozfzD,494,409,2,16,0,0,1,0,0
UQ81gqtt,495,409,1,7,0,0,0,0,0
TWTexSA2,496,409,1,6,0,0,0,0,0
8Uq8Lmjl,497,409,1,6,0,0,0,0,0
0q0RLXax,498,409,6,23,1,1,2,1,0
iJyRtQbz,499,409,1,6,0,0,0,0,0
EOwBwH9B,500,409,1,6,0,0,0,0,0
22mjLRCc,501,409,1,6,0,0,0,0,0
2kvbbifq,502,409,1,22,0,0,0,0,0
eX3Pq9wB,503,409,1,6,0,0,0,0,0
yXER7A9i,504,409,1,7,0,0,0,0,0
DR3YWV7W,505,409,1,6,0,0,0,0,0
i3rUfBiU,506,409,3,9,0,0,2,0,0
AljRD8lO,507,409,1,6,0,0,0,0,0
JUHRGRBu,508,409,1,8,0,0,0,0,0
0AEBGgkF,509,409,1,7,0,0,0,0,0
4niENhEw,510,409,1,6,0,0,0,0,0
stHwSo5U,511,409,4,13,1,0,1,1,0
nitWqdXc,512,409,1,7,0,0,0,0,0
weHKDuIn,513,409,1,6,0,0,0,0,0
Ww14BRQL,514,409,6,15,0,3,2,0,0
qu6sGicL,515,409,2,17,0,0,0,1,0
fodAtetO,516,409,2,9,0,1,0,0,0
qo3wSpUq,517,409,1,6,0,0,0,0,0
RSAno1mW,518,409,1,6,0,0,0,0,0
evjBz55O,519,409,1,6,0,0,0,0,0
X9lJSo8l,520,409,1,6,0,0,0,0,0
BHP6kLAS,521,409,2,6,1,0,0,0,0
iOecZvCV,522,409,1,6,0,0,0,0,0
4E6VlbMW,523,409,2,6,1,0,0,0,0
bc4Oe7LB,524,409,1,6,0,0,0,0,0
