id,lecture,run,addBlock,insertBlock,moveBlock,seperateBlock,destroyBlock,destroyBlockAlone
9,402,2,4,12,2,3,1,0
9,403,1,1,2,0,1,1,0
9,404,1,2,2,1,2,2,0
9,405,2,7,6,0,1,1,0
9,406,1,1,1,0,0,0,0
9,407,1,5,4,0,0,1,0
9,408,1,4,4,0,0,0,0
9,409,1,6,9,0,0,0,0
10,201,1,2,2,0,0,0,0
10,202,1,2,2,0,0,0,0
10,203,2,3,3,0,0,0,0
10,204,1,3,3,0,0,0,0
10,205,7,10,15,5,9,7,0
10,206,1,4,7,0,0,0,0
10,207,1,4,4,0,0,0,0
10,208,3,15,14,1,1,1,0
10,209,1,6,6,0,0,0,0
10,210,1,8,8,0,0,0,0
10,211,1,1,1,0,0,0,0
10,212,5,9,15,0,3,3,0
10,214,1,3,3,0,0,0,0
10,402,8,4,11,4,6,3,0
10,403,1,2,2,0,1,1,0
10,404,4,2,6,1,2,2,0
10,405,6,16,27,2,6,6,0
10,406,2,1,1,0,0,0,0
10,407,4,8,7,0,3,4,0
10,408,1,4,4,0,0,0,0
10,409,2,6,9,0,2,0,0
11,201,3,2,3,0,1,0,0
11,202,2,2,2,0,0,0,0
11,203,1,3,3,0,0,0,0
11,204,1,3,3,0,0,0,0
11,205,1,3,3,0,0,0,0
11,206,1,4,4,0,0,0,0
11,207,3,4,4,0,0,0,0
11,208,5,9,9,1,2,2,0
11,209,1,6,6,0,0,0,0
11,210,3,9,15,5,0,1,0
11,211,2,2,2,0,0,0,0
11,212,2,2,9,0,1,0,0
11,214,1,5,11,1,3,2,0
11,402,4,6,17,4,5,4,0
11,403,5,3,3,2,2,2,0
11,404,2,0,5,1,2,2,0
11,405,3,1,8,2,3,2,0
11,406,2,1,1,0,0,0,0
11,407,1,5,6,1,0,1,0
11,408,1,4,8,0,0,0,0
11,409,9,10,54,11,18,4,0
12,201,1,2,2,0,0,0,0
12,202,1,2,2,0,0,0,0
12,203,1,3,3,0,0,0,0
12,204,1,3,3,0,0,0,0
12,205,2,4,4,0,1,1,0
12,206,1,4,4,0,0,0,0
12,207,2,4,4,0,0,0,0
12,208,1,7,7,0,0,0,0
12,209,1,6,6,0,0,0,0
12,210,1,8,8,0,0,0,0
12,211,2,2,3,0,1,0,0
12,212,1,2,3,0,0,0,0
12,214,2,3,3,0,0,0,0
12,402,7,5,13,0,4,2,0
12,403,1,1,2,1,1,1,0
12,404,1,2,4,0,2,0,0
12,405,1,1,5,0,0,0,0
12,406,2,3,2,0,1,2,0
12,407,1,4,6,0,0,0,0
12,408,1,4,4,0,0,0,0
12,409,2,6,7,0,0,0,0
13,202,1,2,2,0,0,0,0
13,203,1,3,3,0,0,0,0
13,204,1,3,4,0,0,0,0
13,205,1,3,3,0,0,0,0
13,206,1,4,4,0,0,0,0
13,207,1,4,9,0,3,0,0
13,208,2,8,11,3,2,1,0
13,209,1,6,6,0,0,0,0
13,210,1,8,8,0,0,0,0
13,211,1,1,3,0,0,0,0
13,212,2,3,6,0,2,0,0
13,214,1,3,3,0,0,0,0
13,402,6,12,25,7,6,4,0
13,403,2,4,9,2,6,2,0
13,404,1,1,5,6,3,1,0
13,405,3,6,7,1,1,1,0
13,406,1,1,1,0,0,0,0
13,407,1,4,4,0,0,0,0
13,408,1,4,5,0,0,0,0
13,409,3,6,12,0,1,0,0
14,202,3,4,4,0,0,0,0
14,203,2,7,7,0,0,0,0
14,204,2,7,8,0,1,0,0
14,205,3,11,11,0,1,0,0
14,206,3,9,11,1,2,0,0
14,207,3,8,9,0,0,0,0
14,208,3,14,14,0,0,0,0
14,209,2,14,14,0,0,0,0
14,210,3,16,16,0,0,0,0
14,211,2,2,2,0,0,0,0
14,212,2,5,5,0,0,0,0
14,214,2,6,6,0,0,0,0
14,201,1,2,2,0,0,0,0
15,201,5,5,7,0,1,0,0
15,202,2,5,5,0,0,0,0
15,203,2,6,7,0,0,0,0
15,204,2,6,6,0,0,0,0
15,205,2,6,6,0,0,0,0
15,206,2,8,8,0,0,0,0
15,207,4,8,12,0,0,0,0
15,208,4,15,17,0,2,0,0
15,209,2,13,13,0,0,0,0
15,210,3,18,25,0,4,0,0
15,211,3,2,2,0,0,0,0
15,212,4,5,7,1,1,0,0
15,214,2,6,6,0,0,0,0
16,201,1,2,3,0,0,0,0
16,202,1,2,2,0,0,0,0
16,203,1,3,3,0,0,0,0
16,204,1,3,3,0,0,0,0
16,205,1,3,3,0,0,0,0
16,206,1,4,4,0,0,0,0
16,207,2,4,5,0,0,0,0
16,208,2,8,9,1,1,1,0
16,209,1,7,7,0,1,1,0
16,210,1,8,8,0,0,0,0
16,211,1,1,1,0,0,0,0
16,212,2,2,6,0,0,0,0
16,214,1,3,3,0,0,0,0
16,402,5,5,9,0,3,1,0
16,403,1,3,3,0,1,1,0
16,404,1,2,2,0,1,1,0
16,405,1,6,6,0,1,1,0
16,406,2,1,1,0,0,0,0
16,407,2,4,5,0,0,0,0
16,408,3,4,9,0,3,0,0
16,409,3,9,14,1,3,0,0
17,201,3,6,6,0,0,0,0
17,202,2,4,4,0,0,0,0
17,203,2,6,6,0,0,0,0
17,204,2,6,6,0,0,0,0
17,205,3,7,9,1,2,0,0
17,207,2,8,8,0,0,0,0
17,208,2,14,15,0,0,0,0
17,209,2,12,12,0,0,0,0
17,210,3,16,16,0,0,0,0
17,211,2,2,2,0,0,0,0
17,212,2,6,7,0,1,0,0
17,214,2,6,8,0,0,0,0
17,206,1,4,4,0,0,0,0
17,402,2,3,3,0,0,0,0
17,403,1,1,1,0,1,0,0
17,404,1,1,2,1,3,0,0
17,405,1,1,3,0,1,1,0
17,406,1,1,1,0,0,0,0
17,407,1,4,4,0,0,0,0
17,408,1,4,4,0,0,0,0
17,409,1,6,6,0,0,0,0
18,201,1,2,3,0,0,0,0
18,202,1,2,2,0,0,0,0
18,203,1,3,4,0,0,0,0
18,204,1,3,3,0,0,0,0
18,205,1,3,3,0,0,0,0
18,206,1,4,5,0,0,0,0
18,207,1,4,4,1,0,0,0
18,208,3,8,11,1,3,0,0
18,209,1,6,7,0,0,0,0
18,210,1,8,8,0,0,0,0
18,211,1,1,3,0,0,0,0
18,212,2,2,4,0,0,0,0
18,214,1,3,3,0,0,0,0
18,402,9,3,14,0,0,0,0
18,403,6,1,2,0,1,0,0
18,404,3,2,2,0,2,0,0
18,405,6,6,7,3,1,1,0
18,406,62,72,195,25,58,23,0
18,407,5,14,21,4,4,1,0
18,408,15,20,54,5,18,3,0
18,409,2,14,18,1,3,1,0
19,201,1,2,2,0,0,0,0
19,202,1,2,2,0,0,0,0
19,203,1,3,3,0,0,0,0
19,204,1,3,3,0,0,0,0
19,205,1,3,3,0,0,0,0
19,206,1,4,4,0,0,0,0
19,207,2,4,5,0,0,0,0
19,208,2,8,21,10,7,0,0
19,209,2,6,6,0,0,0,0
19,210,3,10,12,1,2,0,0
19,211,1,1,1,0,0,0,0
19,212,3,2,5,1,2,0,0
19,214,1,3,4,0,0,0,0
19,402,36,15,86,17,34,4,0
19,403,1,5,6,1,4,4,0
19,404,1,2,2,0,1,1,0
19,405,19,40,60,11,25,16,0
19,406,12,24,40,8,12,9,0
19,407,1,13,13,0,0,0,0
19,408,3,12,20,3,3,1,0
19,409,2,13,16,1,2,0,0
20,202,1,2,3,0,0,0,0
20,203,1,4,3,0,0,1,0
20,204,1,3,3,0,0,0,0
20,205,2,4,6,0,2,1,0
20,206,2,5,7,0,1,1,0
20,207,1,4,4,0,0,0,0
20,208,8,31,32,0,4,3,0
20,209,2,7,7,0,1,1,0
20,210,3,15,21,4,4,0,0
20,211,1,2,2,0,0,0,0
20,212,5,5,15,2,7,2,0
20,214,5,16,21,1,3,2,0
21,201,1,2,2,0,0,0,0
21,202,1,2,2,0,0,0,0
21,203,1,3,3,0,0,0,0
21,204,1,3,3,0,0,0,0
21,205,1,3,3,0,0,0,0
21,206,1,4,6,0,2,0,0
21,207,1,4,6,0,1,0,0
21,208,1,7,7,0,0,0,0
21,209,1,6,6,0,0,0,0
21,210,2,11,12,0,2,0,0
21,211,1,1,1,0,0,0,0
21,212,3,7,11,0,4,0,0
21,214,1,3,3,0,0,0,0
21,402,2,9,10,4,2,4,0
21,403,1,1,1,0,1,0,0
21,404,1,2,2,0,1,0,0
21,405,4,7,9,2,2,3,0
21,406,9,23,30,5,5,6,0
21,407,5,16,21,0,2,1,0
21,408,2,8,10,0,0,0,0
21,409,2,12,13,0,0,0,0
22,201,2,4,4,0,0,0,0
22,202,2,4,4,0,0,0,0
22,203,4,7,7,0,1,0,0
22,204,2,6,6,0,0,0,0
22,205,3,8,8,0,0,0,0
22,206,3,11,14,0,2,0,0
22,207,5,12,18,0,3,0,0
22,208,7,26,31,15,16,6,0
22,209,2,12,12,0,0,0,0
22,210,3,17,19,0,3,0,0
22,211,2,2,2,0,0,0,0
22,212,2,6,9,1,1,0,0
22,214,5,10,10,0,1,0,0
22,402,2,4,5,0,0,0,0
22,403,3,2,2,0,2,0,0
22,404,2,1,3,1,2,0,0
22,405,3,3,6,0,2,0,0
22,406,28,18,120,16,47,2,0
22,407,2,6,8,0,0,0,0
22,408,1,6,7,0,0,0,0
23,201,3,4,4,0,0,0,0
23,202,2,4,4,0,0,0,0
23,203,2,6,6,0,0,0,0
23,204,2,6,6,0,0,0,0
23,205,2,6,6,0,0,0,0
23,206,3,9,11,1,1,1,0
23,207,2,8,8,0,0,0,0
23,208,2,14,14,1,0,0,0
23,209,2,12,12,0,0,0,0
23,210,2,16,16,0,0,0,0
23,211,2,2,4,0,0,0,0
23,212,3,6,17,2,2,1,0
23,214,2,6,6,0,0,0,0
23,402,2,3,5,0,0,0,0
23,403,4,2,8,0,4,1,0
23,404,1,2,3,2,1,1,0
23,405,1,1,5,1,3,1,0
23,406,15,27,44,6,15,6,0
23,407,3,8,11,0,0,0,0
23,408,5,8,18,1,3,0,0
23,409,2,12,15,0,1,0,0
24,201,2,4,4,0,0,0,0
24,202,1,2,2,0,0,0,0
24,203,2,6,6,0,0,0,0
24,204,2,6,6,0,0,0,0
24,205,2,6,6,0,0,0,0
24,206,1,4,4,0,0,0,0
24,207,1,4,4,0,0,0,0
24,208,1,7,7,0,0,0,0
24,209,1,6,7,0,0,0,0
24,210,1,8,10,0,0,0,0
24,211,2,1,1,0,0,0,0
24,212,1,2,3,0,0,0,0
24,402,1,4,4,0,0,0,0
24,403,1,1,1,0,1,0,0
24,404,1,1,7,1,3,1,0
24,405,5,1,19,3,12,0,0
24,406,1,1,1,0,0,0,0
24,407,10,7,14,0,3,0,0
24,408,1,4,6,0,0,0,0
24,409,2,6,7,0,0,0,0
25,201,1,2,2,0,0,0,0
25,202,1,2,2,0,0,0,0
25,203,1,3,3,0,0,0,0
25,204,1,3,3,1,0,0,0
25,205,6,8,18,2,7,2,0
25,206,5,9,11,2,2,2,0
25,207,2,4,6,0,1,0,0
25,208,9,16,30,7,16,9,0
25,209,3,8,13,1,5,2,0
25,210,4,9,15,0,4,1,0
25,211,2,1,1,0,0,0,0
25,212,1,2,2,0,0,0,0
25,214,1,3,4,0,0,0,0
25,402,5,4,13,6,6,2,0
25,403,3,2,4,5,4,1,0
25,404,1,1,2,10,3,0,0
25,405,2,1,3,0,0,0,0
25,406,2,2,2,0,1,1,0
25,407,1,4,5,0,0,0,0
25,408,1,4,5,0,0,0,0
25,409,7,6,10,0,1,0,0
26,201,2,4,4,0,0,0,0
26,202,2,4,4,0,0,0,0
26,203,2,6,6,0,0,0,0
26,204,2,6,6,0,0,0,0
26,205,3,8,8,0,1,0,0
26,206,3,11,11,0,1,0,0
26,207,4,12,12,0,4,0,0
26,208,3,20,20,0,1,0,0
26,209,2,12,12,0,0,0,0
26,210,2,16,16,0,0,0,0
26,211,3,5,5,0,0,0,0
26,212,5,8,9,0,4,0,0
26,214,2,9,9,0,3,0,0
26,402,9,18,23,0,4,0,0
26,403,2,3,3,0,1,0,0
27,202,1,2,2,0,0,0,0
27,203,1,3,3,0,0,0,0
27,204,1,3,3,0,0,0,0
27,205,1,3,3,0,0,0,0
27,206,2,5,6,1,2,1,0
27,207,4,8,9,1,1,0,0
27,208,10,25,37,2,6,1,0
27,209,1,6,6,0,0,0,0
27,210,1,9,9,0,1,1,0
27,211,1,1,1,0,0,0,0
27,212,1,2,2,0,0,0,0
27,214,1,5,6,0,0,0,0
27,402,7,10,20,6,8,2,0
27,403,2,5,5,0,3,0,0
27,404,2,3,5,0,1,0,0
27,405,10,13,18,2,10,0,0
27,406,2,2,3,0,1,0,0
27,407,1,4,4,0,0,0,0
27,408,1,4,4,0,0,0,0
27,409,1,7,8,1,1,1,0
28,201,1,2,2,0,0,0,0
28,202,1,2,2,0,0,0,0
28,203,1,3,3,0,0,0,0
28,204,1,3,3,0,0,0,0
28,205,1,4,4,1,1,1,0
28,206,1,4,4,0,0,0,0
28,207,3,5,7,0,2,1,0
28,208,2,9,10,1,1,1,0
28,209,1,6,6,0,0,0,0
28,210,1,8,8,0,0,0,0
28,211,1,1,2,0,0,0,0
28,212,1,2,3,0,0,0,0
28,214,1,4,4,1,1,1,0
28,402,6,7,16,2,4,3,0
28,403,3,1,3,1,4,0,0
28,404,2,1,3,1,2,2,0
28,405,3,3,5,1,2,0,0
28,406,1,1,1,0,0,0,0
28,407,1,5,5,2,1,0,0
28,408,10,9,23,2,11,1,0
28,409,1,6,6,0,0,0,0
29,201,1,2,2,0,0,0,0
29,202,1,2,2,0,0,0,0
29,203,1,3,3,0,0,0,0
29,204,1,3,3,0,0,0,0
29,205,1,3,3,0,0,0,0
29,206,1,4,4,0,0,0,0
29,207,1,4,4,0,0,0,0
29,208,1,7,7,0,0,0,0
29,209,1,6,6,0,0,0,0
29,210,1,9,9,0,1,1,0
29,211,1,1,1,0,0,0,0
29,212,1,2,5,0,0,0,0
29,214,3,8,11,0,1,1,0
29,402,2,4,18,0,5,0,0
29,403,2,1,7,0,2,0,0
29,404,2,1,4,2,2,1,0
29,405,1,2,12,2,4,1,0
29,406,1,1,1,0,0,0,0
29,407,1,4,4,0,0,0,0
29,408,2,5,17,0,4,1,0
29,409,1,6,9,0,0,0,0
30,201,3,6,6,0,0,0,0
30,202,2,4,4,0,0,0,0
30,203,2,6,6,0,0,0,0
30,204,2,6,6,0,0,0,0
30,205,2,6,6,0,0,0,0
30,206,2,8,8,0,0,0,0
30,207,3,8,9,0,1,0,0
30,208,3,14,14,0,0,0,0
30,209,2,12,12,0,0,0,0
30,210,3,17,20,5,2,1,0
30,211,2,2,2,0,0,0,0
30,212,2,5,6,0,0,0,0
30,214,2,6,11,0,1,0,0
30,402,3,6,14,2,8,0,0
30,403,1,1,1,0,1,1,0
30,404,1,2,4,2,3,0,0
30,405,7,10,19,9,7,3,0
30,406,1,1,1,0,0,0,0
30,407,3,4,8,1,3,0,0
30,408,1,4,4,0,0,0,0
30,409,1,6,9,0,0,0,0
31,201,2,3,3,0,1,1,0
31,202,1,2,2,0,0,0,0
31,203,1,3,3,0,0,0,0
31,204,1,3,3,0,0,0,0
31,205,1,3,3,0,0,0,0
31,206,2,4,4,0,0,0,0
31,207,2,4,4,0,0,0,0
31,208,1,7,7,0,0,0,0
31,209,1,6,6,0,0,0,0
31,210,1,8,8,0,0,0,0
31,211,1,1,1,0,0,0,0
31,212,1,2,2,0,0,0,0
31,214,1,3,6,0,0,0,0
31,402,17,15,28,1,9,6,0
31,403,1,2,2,1,1,1,0
31,404,1,2,3,0,2,2,0
31,405,3,6,6,0,1,1,0
31,406,1,4,5,0,1,1,0
31,407,1,4,4,0,0,0,0
31,409,2,6,7,0,0,0,0
32,201,2,2,2,0,0,0,0
32,202,2,2,2,0,0,0,0
32,203,2,3,3,0,0,0,0
32,204,2,3,3,0,0,0,0
32,205,1,3,3,0,0,0,0
32,206,1,4,4,0,0,0,0
32,207,1,4,5,1,1,0,0
32,208,1,7,10,0,0,0,0
32,209,1,6,6,0,0,0,0
32,210,1,9,9,1,1,0,0
32,211,1,1,1,0,0,0,0
32,212,1,2,2,0,0,0,0
32,214,1,3,3,0,0,0,0
32,402,2,4,12,1,4,0,0
32,403,3,1,2,1,1,0,0
32,404,1,1,2,0,3,0,0
32,405,1,1,4,1,3,0,0
32,406,1,1,1,0,0,0,0
32,407,2,4,7,0,2,0,0
32,408,1,4,5,0,0,0,0
32,409,1,6,6,0,0,0,0
33,201,2,4,4,0,0,0,0
33,202,1,2,2,0,0,0,0
33,203,1,3,3,0,0,0,0
33,204,1,3,3,0,0,0,0
33,205,1,3,3,0,0,0,0
33,206,2,4,5,0,0,0,0
33,207,3,4,6,0,1,0,0
33,208,6,19,20,0,3,2,0
33,209,8,34,46,9,10,3,0
33,210,1,8,8,0,0,0,0
33,211,3,2,6,0,1,0,0
33,212,1,3,3,0,0,0,0
33,214,1,5,6,0,0,0,0
33,402,7,4,5,1,2,2,0
33,403,6,3,5,0,5,4,0
33,404,2,2,2,0,1,1,0
34,201,1,2,2,0,0,0,0
34,202,1,4,4,0,0,0,0
34,203,1,3,3,0,0,0,0
34,204,1,3,3,0,0,0,0
34,205,1,3,3,0,0,0,0
34,206,1,4,4,0,0,0,0
34,207,3,5,7,0,2,0,0
34,208,2,8,8,0,1,1,0
34,209,2,6,14,6,4,0,0
34,210,5,10,19,4,6,2,0
34,211,1,4,4,0,0,0,0
34,212,3,5,8,0,0,0,0
34,214,3,5,6,0,0,0,0
34,402,11,8,27,9,16,6,0
34,403,6,2,8,1,5,3,0
34,404,2,2,4,4,5,4,0
34,405,5,8,20,4,7,3,0
34,406,5,11,16,4,4,2,0
34,407,4,17,25,6,6,4,0
34,408,1,8,15,1,3,1,0
34,409,3,15,18,2,2,3,0
35,402,2,11,13,0,0,0,0
35,403,2,6,15,1,6,0,0
35,404,2,4,6,2,2,0,0
35,405,8,9,22,10,8,1,0
35,406,1,1,1,0,0,0,0
35,407,1,4,4,0,0,0,0
35,408,1,4,4,0,0,0,0
35,409,1,6,7,1,0,0,0
35,201,1,2,2,0,0,0,0
35,202,1,2,2,0,0,0,0
35,203,1,3,3,0,0,0,0
35,204,1,3,3,0,0,0,0
35,205,1,3,3,0,0,0,0
35,206,1,4,4,0,0,0,0
35,207,1,4,7,0,1,0,0
35,208,1,7,7,0,0,0,0
35,209,1,6,6,0,0,0,0
35,210,1,8,8,0,0,0,0
35,211,1,1,1,0,0,0,0
35,212,1,2,5,0,0,0,0
35,214,1,3,3,0,0,0,0
36,201,1,2,2,0,0,0,0
36,202,1,2,2,0,0,0,0
36,203,1,3,3,0,0,0,0
36,204,1,3,3,0,0,0,0
36,205,2,5,4,0,1,2,0
36,206,3,9,11,0,3,3,0
36,207,1,7,10,0,1,1,0
36,208,5,10,9,0,1,2,0
36,209,3,10,13,2,2,2,0
36,210,4,12,15,1,4,3,0
36,211,1,1,1,0,0,0,0
36,212,2,3,3,0,1,1,0
36,214,1,5,6,1,1,2,0
36,402,1,9,8,1,2,3,0
36,403,1,4,3,0,1,2,0
36,404,1,2,2,0,1,1,0
36,405,1,6,9,0,1,1,0
36,406,1,1,1,0,0,0,0
36,407,1,4,6,1,0,0,0
36,408,1,4,7,0,0,0,0
36,409,1,6,9,0,0,0,0
37,201,5,6,10,2,4,0,0
37,202,2,4,5,0,0,0,0
37,203,3,6,6,0,0,0,0
37,204,2,6,6,0,0,0,0
37,205,2,6,6,0,0,0,0
37,206,7,17,26,0,7,0,0
37,207,6,11,14,0,2,0,0
37,208,3,15,17,0,2,0,0
37,209,2,12,12,0,0,0,0
37,210,2,16,16,0,0,0,0
37,211,3,4,4,0,0,0,0
37,212,8,18,26,0,6,0,0
37,214,2,9,10,0,0,0,0
37,402,4,3,3,0,1,0,0
37,403,5,2,2,1,1,0,0
37,404,2,2,3,0,1,0,0
37,405,5,14,16,1,2,0,0
37,406,3,18,22,0,4,0,0
37,407,4,14,15,0,1,0,0
37,408,5,10,20,6,5,3,0
37,409,1,11,11,0,0,0,0
38,201,1,2,2,0,0,0,0
38,202,1,2,2,0,0,0,0
38,203,1,3,3,0,0,0,0
38,204,1,3,3,0,0,0,0
38,205,1,3,3,0,0,0,0
38,206,1,4,4,0,0,0,0
38,207,2,4,6,0,0,0,0
38,208,1,9,10,1,2,2,0
38,209,1,6,6,0,0,0,0
38,210,1,8,8,0,0,0,0
38,211,1,1,1,0,0,0,0
38,212,1,2,3,0,0,0,0
38,214,1,3,3,0,0,0,0
38,402,3,3,7,0,1,0,0
38,403,2,4,4,0,2,2,0
38,404,1,2,2,0,1,1,0
38,405,1,6,8,0,1,1,0
38,406,1,1,1,0,0,0,0
38,407,1,4,5,0,0,0,0
38,408,1,4,5,0,0,0,0
38,409,1,6,6,0,0,0,0
